dataset,model,regime,seq_len,stride,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,diag_c4,final_c0,final_c1,final_c2,final_c3,final_c4,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id
smd,vtcn,strb,24,12,B6,500.0,0.5,0.5,0.5,,,,0.0004748590188538238,-0.00267991711888198,-0.0004748590188538238,0.6935317316605649,0.6947052190353087,0.7663179595146906,5,10,10,0.7514,0.7321,0.6422,0.7493,0.5927,0.7502,0.733,0.6434,0.7542,0.5927,0.0001887477978407,0.0002851493941026,0.0001296137118071,0.0001555356822954,93.3,35,5,93.3,r-strb_sl24_st12_bu500_no0.5_re0.5_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.01,0.7,0.5,,,,-0.0013994254060699207,-0.002303545265849216,0.0013994254060699207,0.6954436689588941,0.6942139590388946,0.7663179595146906,5,10,10,0.7514,0.7321,0.6428,0.7574,0.5936,0.7502,0.7338,0.6399,0.7536,0.5936,0.0002133250036791,0.0003222792331456,0.0001464910196754,0.0001757882134701,105.5,36,5,105.5,r-strb_sl24_st12_bu500_no0.01_re0.7_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.05,0.7,0.5,,,,-0.0009216106810656432,-0.002888016022041795,0.0009216106810656432,0.6950435866671505,0.6941947264738113,0.7663179595146906,5,10,10,0.7514,0.7321,0.643,0.7589,0.5899,0.7495,0.7314,0.6452,0.7551,0.5899,0.0002133273675148,0.0003222828042935,0.0001464925962377,0.0001757902080557,105.5,36,5,105.5,r-strb_sl24_st12_bu500_no0.05_re0.7_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.1,0.7,0.5,,,,-0.0011588787254586564,-0.0021505646221876896,0.0011588787254586564,0.6958094420919534,0.694776751144041,0.7663179595146906,5,10,10,0.7514,0.7321,0.6423,0.7607,0.5926,0.7497,0.7333,0.6395,0.7588,0.5926,7.139572360396201e-07,0.0003003330121869,0.0001365153598961,0.0001638176522908,98.3,33,5,98.3,r-strb_sl24_st12_bu500_no0.1_re0.7_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.35,0.7,0.5,,,,-0.0004664066086974672,-0.0019525800198927023,0.0004664066086974672,0.6944162347991767,0.6945786131025864,0.7663179595146906,5,10,10,0.7514,0.7321,0.6422,0.7503,0.5961,0.7505,0.7362,0.6352,0.7549,0.5961,0.000188704478849,0.0002850839502436,0.0001295839918415,0.0001554999584021,93.3,35,5,93.3,r-strb_sl24_st12_bu500_no0.35_re0.7_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.5,0.7,0.5,,,,0.0004748590188538238,-0.00267991711888198,-0.0004748590188538238,0.6935317316605649,0.6947052190353087,0.7663179595146906,5,10,10,0.7514,0.7321,0.6422,0.7493,0.5927,0.7502,0.733,0.6434,0.7542,0.5927,0.0001899271386964,0.0002869310749183,0.0001304236563071,0.0001565074186112,93.9,35,5,93.9,r-strb_sl24_st12_bu500_no0.5_re0.7_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.01,0.95,0.5,,,,0.00040311340795473605,-0.0026138659686343545,-0.00040311340795473605,0.6935742298323571,0.6946781466155169,0.7663179595146906,5,10,10,0.7514,0.7321,0.6422,0.749,0.5932,0.7504,0.7331,0.6428,0.7539,0.5932,0.0001891749839685,0.000285794762509,0.0001299070568858,0.0001558877056231,93.5,35,5,93.5,r-strb_sl24_st12_bu500_no0.01_re0.95_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.05,0.95,0.5,,,,0.00040311340795473605,-0.0026138659686343545,-0.00040311340795473605,0.6935742298323571,0.6946781466155169,0.7663179595146906,5,10,10,0.7514,0.7321,0.6422,0.749,0.5932,0.7504,0.7331,0.6428,0.7539,0.5932,0.0001901813643003,0.0002873151444426,0.0001305982618049,0.0001567168826377,94.0,35,5,94.0,r-strb_sl24_st12_bu500_no0.05_re0.95_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.1,0.95,0.5,,,,0.00040311340795473605,-0.0026138659686343545,-0.00040311340795473605,0.6935742298323571,0.6946781466155169,0.7663179595146906,5,10,10,0.7514,0.7321,0.6422,0.749,0.5932,0.7504,0.7331,0.6428,0.7539,0.5932,0.0001890191617085,0.0002855593551371,0.0001298000861101,0.000155759269027,93.5,35,5,93.5,r-strb_sl24_st12_bu500_no0.1_re0.95_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.35,0.95,0.5,,,,0.00040311340795473605,-0.0026138659686343545,-0.00040311340795473605,0.6935742298323571,0.6946781466155169,0.7663179595146906,5,10,10,0.7514,0.7321,0.6422,0.749,0.5932,0.7504,0.7331,0.6428,0.7539,0.5932,0.0001896635534567,0.0002865328653909,0.0001302425837959,0.000156290281595,93.8,35,5,93.8,r-strb_sl24_st12_bu500_no0.35_re0.95_re0.5
smd,vtcn,strb,24,12,B6,500.0,0.5,0.95,0.5,,,,0.0004748590188538238,-0.00267991711888198,-0.0004748590188538238,0.6935317316605649,0.6947052190353087,0.7663179595146906,5,10,10,0.7514,0.7321,0.6422,0.7493,0.5927,0.7502,0.733,0.6434,0.7542,0.5927,0.0001914850032303,0.0002892846076908,0.0001314933594917,0.000157791248199,94.7,35,5,94.7,r-strb_sl24_st12_bu500_no0.5_re0.95_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.2,0.9,0.5,,,,0.025082316417560136,0.05735868617224667,-0.025082316417560136,0.7139597183974018,0.7309974482618153,0.7715998491404874,5,10,10,0.7276,0.6592,0.6801,0.7688,0.734,0.7181,0.7388,0.6925,0.7716,0.734,0.0005700763036428,0.0008612387240308,0.0003914732180554,0.0004697655059753,281.9,31,5,142.0,r-strb_sl24_st12_bu500_no0.2_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,100.0,0.2,0.9,0.5,,,,0.022374387723435363,0.04805215868136374,-0.022374387723435363,0.699721425736367,0.7160925008476533,0.7813731456858349,5,10,10,0.7276,0.6601,0.6607,0.7739,0.6762,0.7248,0.7317,0.6664,0.7814,0.6762,0.0002683196923029008,0.0008218748586224,0.0003735804964729,0.0004482943621494,269.0,32,5,136.8,r-strb_sl24_st12_bu100_no0.2_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,250.0,0.2,0.9,0.5,,,,0.02401372649537655,0.05655710200292195,-0.02401372649537655,0.7135614789574456,0.726882075660619,0.7909032588087782,5,10,10,0.7276,0.6469,0.6704,0.7909,0.732,0.6979,0.74,0.6945,0.77,0.732,0.0005609075427102999,0.000847387083617,0.0003851769552081,0.0004622101284089,277.3,30,5,135.6,r-strb_sl24_st12_bu250_no0.2_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,1000.0,0.2,0.9,0.5,,,,0.02366612332577468,0.059726575809562324,-0.02366612332577468,0.7157269144703587,0.7264702174515068,0.7970858634377599,5,10,10,0.7276,0.6506,0.6766,0.7971,0.7267,0.7009,0.7391,0.6912,0.7744,0.7267,0.000630617205662,0.0009527004614746,0.000433046907581,0.0005196535538936,311.8,30,5,153.4,r-strb_sl24_st12_bu1000_no0.2_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,2000.0,0.2,0.9,0.5,,,,0.01759968116716757,0.061770846058619024,-0.01759968116716757,0.7120502712937744,0.7199461547965064,0.799117421653998,5,10,10,0.7276,0.654,0.69,0.7991,0.6895,0.7058,0.7405,0.6748,0.7891,0.6895,0.0007371097094153001,0.0011135832546468,0.0005061761740187,0.000607407080628,364.4,31,5,184.7,r-strb_sl24_st12_bu2000_no0.2_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,4000.0,0.2,0.9,0.5,,,,0.022086502505836648,0.06494217345894807,-0.022086502505836648,0.7175170450173576,0.7339611243737981,0.806004396515241,5,10,10,0.7276,0.6468,0.6912,0.7978,0.7241,0.7403,0.7096,0.6897,0.806,0.7241,0.0004754725387559707,0.0014191578875619002,0.0006450739615182,0.0007740839260435999,464.5,30,5,230.2,r-strb_sl24_st12_bu4000_no0.2_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.01,0.9,0.5,,,,0.022020337710733518,0.06082742242942837,-0.022020337710733518,0.7131566287398758,0.722409712607723,0.7938914960758066,5,10,10,0.7276,0.6592,0.6761,0.7939,0.7089,0.718,0.7459,0.677,0.7622,0.7089,1.1040301694000454e-06,0.0004644209619059,0.0002111009918392,0.0002533199700666,152.0,31,5,152.0,r-strb_sl24_st12_bu500_no0.01_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.05,0.9,0.5,,,,0.020641751319754688,0.06374914841908043,-0.020641751319754688,0.719013185605397,0.7272233981920175,0.799428434302668,5,10,10,0.7276,0.6592,0.6777,0.7994,0.7311,0.7003,0.7371,0.6985,0.7691,0.7311,0.0005700113241448,0.0008611405567159999,0.0003914285657441,0.0004697119909718,281.8,30,5,139.6,r-strb_sl24_st12_bu500_no0.05_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.1,0.9,0.5,,,,0.0230194873765307,0.062185306181465394,-0.0230194873765307,0.7165707974004417,0.7270859179829959,0.7907028516949438,5,10,10,0.7276,0.6592,0.6774,0.7907,0.7279,0.7052,0.7369,0.6982,0.7672,0.7279,0.000568632937652,0.0008590581691186,0.0003904820078711,0.0004685761612475,281.1,30,5,139.0,r-strb_sl24_st12_bu500_no0.1_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.35,0.9,0.5,,,,0.020945530626106944,0.06369518963931792,-0.020945530626106944,0.719689231150177,0.7283879557417444,0.8002871194730778,5,10,10,0.7276,0.6592,0.6811,0.8003,0.7302,0.7015,0.7389,0.7042,0.7672,0.7302,0.0002885458434685632,0.0008593643203634,0.00039062124571379996,0.0004687430746495,281.2,30,5,139.1,r-strb_sl24_st12_bu500_no0.35_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.5,0.9,0.5,,,,0.019020942549911712,0.0647248007433731,-0.019020942549911712,0.7209859478471999,0.7288377216264215,0.8041366924405104,5,10,10,0.7276,0.6592,0.6811,0.8041,0.7328,0.7013,0.7372,0.7025,0.7704,0.7328,0.0002820143172229,0.0004260511253871,0.0001936601022588,0.0002323910231282,139.4,30,5,139.4,r-strb_sl24_st12_bu500_no0.5_re0.9_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.2,0.3,0.5,,,,0.022763512386406948,0.05382701502734505,-0.022763512386406948,0.7065913704362435,0.7223553195094137,0.7890891035538106,5,10,10,0.7276,0.6592,0.6808,0.768,0.6973,0.7095,0.7447,0.6712,0.7891,0.6973,1.0591726996554814e-06,0.0004455512336821,0.000202523796182,0.0002430274375,145.8,32,5,145.8,r-strb_sl24_st12_bu500_no0.2_re0.3_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.2,0.5,0.5,,,,0.024832183381531835,0.0563275986638919,-0.024832183381531835,0.7125967713477921,0.730004075034717,0.7794865390048451,5,10,10,0.7276,0.6592,0.68,0.7687,0.7274,0.7136,0.7392,0.6904,0.7795,0.7274,1.0320794833231291e-06,0.0004341542103589,0.0001973433364001,0.0002368108739587,142.1,31,5,142.1,r-strb_sl24_st12_bu500_no0.2_re0.5_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.2,0.7,0.5,,,,0.01592236166533322,0.05506175626190528,-0.01592236166533322,0.7081522051813497,0.7119561893234381,0.7783329445077953,5,10,10,0.7276,0.6592,0.6808,0.7783,0.6947,0.7196,0.7181,0.6705,0.757,0.6947,0.00028559270497205755,0.0008647756234904,0.0003930808673068,0.00047169475618349997,283.0,31,5,142.3,r-strb_sl24_st12_bu500_no0.2_re0.7_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.2,0.95,0.5,,,,0.021802677801398652,0.05528601805170893,-0.021802677801398652,0.7101161146402919,0.7226570000741536,0.7767185878266124,5,10,10,0.7276,0.6592,0.6807,0.7722,0.7108,0.7054,0.7415,0.6789,0.7767,0.7108,0.0002939325670331,0.0004440565365812,0.0002018444463009,0.0002422120902803,145.3,32,5,145.3,r-strb_sl24_st12_bu500_no0.2_re0.95_re0.5
smd,vgru-kl,strb,24,12,B1,500.0,0.2,0.9,0.3,,,,0.02347514861192528,0.058199756405747614,-0.02347514861192528,0.7127151738458455,0.7239332095904707,0.7933703180355255,5,10,10,0.7276,0.642,0.6818,0.7934,0.7188,0.7056,0.7288,0.696,0.7705,0.7188,0.0005018170311266,0.0007581165132155,0.0003445993252311,0.0004135171879842,248.1,32,5,123.3,r-strb_sl24_st12_bu500_no0.2_re0.9_re0.3
smd,vgru-kl,strb,24,12,B1,500.0,0.2,0.9,0.7,,,,0.006324358887616332,0.04048193503058992,-0.006324358887616332,0.6990873925685126,0.6984618877524991,0.7610718655669361,5,10,10,0.7276,0.7108,0.6629,0.7611,0.6331,0.7382,0.7368,0.6537,0.7306,0.6331,0.0007926804623406001,0.0011975363746713,0.0005443361182845,0.0006532002563867,391.9,31,5,198.6,r-strb_sl24_st12_bu500_no0.2_re0.9_re0.7
smd,vgru-kl,strb,24,12,B1,500.0,0.2,0.9,0.9,,,,0.011844527746702993,0.018327188034969376,-0.011844527746702993,0.6818298108325935,0.688546306781746,0.7586148167335363,5,10,10,0.7276,0.723,0.6729,0.6867,0.5989,0.7554,0.7215,0.6726,0.6944,0.5989,3.3151030039051502e-06,0.0013945301211537,0.0006338788820598,0.0007606512390938,456.4,30,5,456.4,r-strb_sl24_st12_bu500_no0.2_re0.9_re0.9
smd,vgru-kl,gdumb,24,12,B1,500.0,,,0.5,,,,0.011758445415137198,0.05077575624738771,-0.011758445415137198,0.7054736495586598,0.7157712840558326,0.8096115108990848,5,10,10,0.7276,0.644,0.7125,0.7821,0.6611,0.7129,0.7339,0.6613,0.8096,0.6611,0.00027222720978,0.0004112653223774,0.0001869392384852,0.0002243260838921,134.6,31,5,134.6,r-gdumb_sl24_st12_bu500_re0.5
smd,vgru-kl,gdumb,24,12,B1,100.0,,,0.5,,,,0.008914183318388391,0.045204487945767126,-0.008914183318388391,0.6997109895810968,0.7080510946776299,0.8110038640562205,5,10,10,0.7276,0.6486,0.7122,0.7743,0.6358,0.71,0.7169,0.6665,0.811,0.6358,0.0002677482666986,0.0004044987909503,0.0001838635438665,0.0002206352470838,132.4,31,5,132.3,r-gdumb_sl24_st12_bu100_re0.5
smd,vgru-kl,gdumb,24,12,B1,250.0,,,0.5,,,,0.012505087052277897,0.050863580143258126,-0.012505087052277897,0.7040561217492751,0.7159895293205782,0.8135658014382934,5,10,10,0.7276,0.6374,0.7067,0.7761,0.6725,0.71,0.7179,0.666,0.8136,0.6725,0.0002746950474952,0.0004149935906661,0.0001886339543419,0.0002263596363241,135.8,31,5,135.8,r-gdumb_sl24_st12_bu250_re0.5
smd,vgru-kl,gdumb,24,12,B1,1000.0,,,0.5,,,,0.02381272553163044,0.049689768403183954,-0.02381272553163044,0.6968164618691989,0.7159006423905179,0.8007094652000207,5,10,10,0.7276,0.6301,0.7061,0.7879,0.6323,0.7382,0.7284,0.6799,0.8007,0.6323,0.0002786661694282,0.0004209929349025,0.000191360920947,0.0002296320139554,137.8,31,5,137.8,r-gdumb_sl24_st12_bu1000_re0.5
smd,vgru-kl,gdumb,24,12,B1,2000.0,,,0.5,,,,0.026691558827119953,0.043190076325721284,-0.026691558827119953,0.707914072211846,0.7326974529925852,0.810366352090768,5,10,10,0.7276,0.6252,0.6867,0.7975,0.7024,0.7405,0.7257,0.6845,0.8104,0.7024,0.0002869253291778,0.0004334704017939,0.0001970325281817,0.0002364378736121,141.9,31,5,141.9,r-gdumb_sl24_st12_bu2000_re0.5
smd,vgru-kl,gdumb,24,12,B1,4000.0,,,0.5,,,,0.022127533525192332,0.05798953795754923,-0.022127533525192332,0.7091934859992207,0.7182772500398388,0.8222950974926326,5,10,10,0.7276,0.6226,0.6936,0.8049,0.6972,0.7001,0.6995,0.6723,0.8223,0.6972,0.0003038200527286,0.0004589939853225,0.0002086341761582,0.0002503598091642,150.2,31,5,150.2,r-gdumb_sl24_st12_bu4000_re0.5
smd,vgru-kl,gdumb,24,12,B1,500.0,,,0.3,,,,0.02098846297856003,0.05481322895239292,-0.02098846297856003,0.7156468665098566,0.732160718654338,0.8173412893877479,5,10,10,0.7276,0.6476,0.6991,0.789,0.7148,0.6964,0.7334,0.6988,0.8173,0.7148,0.0002306886766343,0.000348511278654,0.0001584146285862,0.0001900966500677,114.1,32,5,114.1,r-gdumb_sl24_st12_bu500_re0.3
smd,vgru-kl,gdumb,24,12,B1,500.0,,,0.7,,,,0.01798979125316432,0.03816751457279657,-0.01798979125316432,0.69483321673583,0.711347574962993,0.8088287985731192,5,10,10,0.7276,0.6194,0.6926,0.7843,0.6502,0.7089,0.7105,0.6783,0.8088,0.6502,0.0003708438526968,0.000560249714767,0.0002546596254636,0.0003055900893034,183.4,30,5,183.4,r-gdumb_sl24_st12_bu500_re0.7
smd,vgru-kl,derpp,24,12,B1,500.0,,,0.5,,0.5,0.5,0.024973471522388158,0.04357318763832511,-0.024973471522388158,0.6958467504354748,0.7125065774636725,0.8145793370620953,5,10,10,0.7276,0.6125,0.6693,0.7855,0.6842,0.7155,0.6806,0.6677,0.8146,0.6842,0.0004771821160479,0.0007208994903477,0.0003276824874997,0.000393217002848,235.9,31,5,235.9,r-derpp_sl24_st12_bu500_re0.5_al0.5_te0.5
smd,vgru-kl,derpp,24,12,B1,100.0,,,0.5,,0.5,0.5,0.028932425053340427,0.034951482547041404,-0.028932425053340427,0.6893963130120275,0.7139788657225374,0.804343117339282,5,10,10,0.7276,0.6131,0.6694,0.7566,0.6803,0.7417,0.6766,0.6669,0.8043,0.6803,0.0005061328248515,0.0007646365679117,0.0003475629937485,0.0004170735741631,250.2,33,5,250.2,r-derpp_sl24_st12_bu100_re0.5_al0.5_te0.5
smd,vgru-kl,derpp,24,12,B1,250.0,,,0.5,,0.5,0.5,0.03584886290886433,0.04829405076904253,-0.03584886290886433,0.6945293208379927,0.7238241532832592,0.8108297431679169,5,10,10,0.7276,0.6196,0.6518,0.7727,0.7009,0.7363,0.6903,0.6808,0.8108,0.7009,1.7461778078986649e-06,0.0007345465728022,0.0003338856787019,0.0004006608941002,240.4,31,5,240.4,r-derpp_sl24_st12_bu250_re0.5_al0.5_te0.5
smd,vgru-kl,derpp,24,12,B1,1000.0,,,0.5,,0.5,0.5,0.025136849873248757,0.041821388504586623,-0.025136849873248757,0.6944192768515923,0.7157406377597297,0.8127903402050992,5,10,10,0.7276,0.6092,0.6738,0.7777,0.6838,0.7273,0.6868,0.668,0.8128,0.6838,1.7606444640313106e-06,0.0007406321115337,0.0003366518486116,0.0004039802629221,242.4,31,5,242.4,r-derpp_sl24_st12_bu1000_re0.5_al0.5_te0.5
smd,vgru-kl,derpp,24,12,B1,2000.0,,,0.5,,0.5,0.5,0.03257973239578327,0.03873886317922581,-0.03257973239578327,0.6912702850228982,0.7105850673695341,0.8127218402324673,5,10,10,0.7276,0.611,0.6528,0.7837,0.6811,0.7253,0.6722,0.6617,0.8127,0.6811,0.0004949192444273,0.0007476957309841,0.0003398625711224,0.0004078331598616,244.7,31,5,244.7,r-derpp_sl24_st12_bu2000_re0.5_al0.5_te0.5
smd,vgru-kl,derpp,24,12,B1,4000.0,,,0.5,,0.5,0.5,0.02136391208399987,0.03445259883421695,-0.02136391208399987,0.6850521052953897,0.7010062311293769,0.7902024857243671,5,10,10,0.7276,0.5937,0.6732,0.7478,0.6828,0.7199,0.6532,0.6589,0.7902,0.6828,0.0005066604030891,0.0007654336029846,0.0003479252215261,0.0004175083814584,250.5,32,5,250.5,r-derpp_sl24_st12_bu4000_re0.5_al0.5_te0.5
smd,vgru-kl,derpp,24,12,B1,500.0,,,0.3,,0.5,0.5,0.024498234503991956,0.05057967437555978,-0.024498234503991956,0.7052639404177341,0.7250847510096591,0.8098221306672665,5,10,10,0.7276,0.6283,0.6796,0.7756,0.7152,0.722,0.7047,0.6736,0.8098,0.7152,0.0004157386561042,0.0006280742199343,0.000285489008965,0.0003425852109693,205.6,33,5,205.6,r-derpp_sl24_st12_bu500_re0.3_al0.5_te0.5
smd,vgru-kl,derpp,24,12,B1,500.0,,,0.7,,0.5,0.5,0.018334987653344893,0.04049152398043734,-0.018334987653344893,0.6897968806435106,0.7063909181115671,0.8088145966006671,5,10,10,0.7276,0.6062,0.6734,0.7607,0.6811,0.7173,0.6573,0.6673,0.8088,0.6811,2.420800672315942e-06,0.0010183332013747,0.0004628799208918,0.0005554532804829,333.3,30,5,333.3,r-derpp_sl24_st12_bu500_re0.7_al0.5_te0.5
smd,vgru-kl,derpp,24,12,B1,500.0,,,0.5,,0.1,0.5,0.0196822533157614,0.05314852210050043,-0.0196822533157614,0.7093214730249289,0.725285874442984,0.8207323936908797,5,10,10,0.7276,0.6236,0.6873,0.8095,0.6986,0.7371,0.6973,0.6727,0.8207,0.6986,0.0004825218702878,0.0007289664861145,0.000331349221529,0.0003976172645855,238.6,31,5,238.6,r-derpp_sl24_st12_bu500_re0.5_al0.1_te0.5
smd,vgru-kl,derpp,24,12,B1,500.0,,,0.5,,1.0,0.5,0.04065198365184221,0.047024533051749064,-0.04065198365184221,0.6881827728573885,0.712464598019099,0.8035811873321738,5,10,10,0.7276,0.5988,0.6482,0.7758,0.6904,0.7323,0.6764,0.6597,0.8036,0.6904,1.768203114254608e-06,0.0007438117308093,0.0003380971039367,0.0004057146268726,243.4,32,5,243.4,r-derpp_sl24_st12_bu500_re0.5_al1.0_te0.5
smd,vgru-kl,derpp,24,12,B1,500.0,,,0.5,,0.5,0.1,0.024116633993997404,0.04715098943217631,-0.024116633993997404,0.6944806331247307,0.7100274001141869,0.7994856559997096,5,10,10,0.7276,0.5984,0.6608,0.7805,0.705,0.7066,0.668,0.671,0.7995,0.705,1.7418656870026488e-06,0.0007327326374679,0.0003330611241321,0.0003996715133357,239.8,31,5,239.8,r-derpp_sl24_st12_bu500_re0.5_al0.5_te0.1
smd,vgru-kl,derpp,24,12,B1,500.0,,,0.5,,0.5,1.0,0.028962288929205337,0.04039361423264598,-0.028962288929205337,0.6968959461903304,0.7237948089680962,0.8157061395692176,5,10,10,0.7276,0.63,0.6757,0.7741,0.677,0.7302,0.7109,0.6851,0.8157,0.677,1.801590932356719e-06,0.0007578566392082,0.000344481180733,0.0004133754584752,248.0,33,5,248.0,r-derpp_sl24_st12_bu500_re0.5_al0.5_te1.0
smd,vgru-kl,strb,6,6,B2,500.0,0.2,0.9,0.5,,,,0.026608966927968325,0.04657870442174442,-0.026608966927968325,0.6991287329298076,0.7122839754912121,0.7723204633351455,5,10,10,0.7078,0.6295,0.6759,0.7723,0.7101,0.7102,0.729,0.6662,0.7459,0.7101,0.00028422245431333504,0.0008401927529563999,0.00038190905503639996,0.00045828369792,275.0,31,5,134.9,r-strb_sl6_st6_bu500_no0.2_re0.9_re0.5
smd,vgru-kl,gdumb,6,6,B2,500.0,,,0.5,,,,0.01991283540165332,0.0578054958449359,-0.01991283540165332,0.7098697264865896,0.7268514874059526,0.8123423979313489,5,10,10,0.7078,0.6612,0.7048,0.7758,0.6997,0.7375,0.7042,0.6805,0.8123,0.6997,0.0002156785782661,0.0003258348792253,0.0001481071441563,0.0001777277350689,106.6,30,5,106.6,r-gdumb_sl6_st6_bu500_re0.5
smd,vgru-kl,derpp,6,6,B2,500.0,,,0.5,,0.5,0.5,0.03451810779252114,0.0408215637581538,-0.03451810779252114,0.6870758046431032,0.7053264566804999,0.8051621229938198,5,10,10,0.7078,0.618,0.6562,0.7499,0.7034,0.7232,0.6637,0.6311,0.8052,0.7034,0.0003338943560288,0.0005044285252866,0.0002292862332749,0.0002751422920116,165.1,30,5,165.1,r-derpp_sl6_st6_bu500_re0.5_al0.5_te0.5
smd,vgru-kl,strb,8,8,B2,500.0,0.2,0.9,0.5,,,,0.023763900979763043,0.06145133386766546,-0.023763900979763043,0.7023008100498874,0.7147338567996602,0.7637258718256588,5,10,10,0.7209,0.639,0.6724,0.76,0.7192,0.7067,0.7274,0.6631,0.7572,0.7192,0.00024068905935181997,0.0007144108879721,0.0003247333455403,0.0003896775424317,233.8,31,5,115.2,r-strb_sl8_st8_bu500_no0.2_re0.9_re0.5
smd,vgru-kl,gdumb,8,8,B2,500.0,,,0.5,,,,0.012547226043054726,0.06449632031032536,-0.012547226043054726,0.7058668067301548,0.7183347140985494,0.7827449869863575,5,10,10,0.7209,0.6489,0.6885,0.7629,0.7082,0.7036,0.7062,0.6909,0.7827,0.7082,7.043272561801503e-07,0.0002962820680792,0.0001346740259265,0.0001616080421527,97.0,30,5,97.0,r-gdumb_sl8_st8_bu500_re0.5
smd,vgru-kl,derpp,8,8,B2,500.0,,,0.5,,0.5,0.5,0.03563816737042378,0.05600286320637743,-0.03563816737042378,0.6983527263633217,0.7298955875449068,0.7966949805837048,5,10,10,0.7209,0.6146,0.6677,0.7548,0.7338,0.738,0.6675,0.7136,0.7967,0.7338,1.1150620450710093e-06,0.0004690616270369,0.0002132103908548,0.0002558512361821,153.5,30,5,153.5,r-derpp_sl8_st8_bu500_re0.5_al0.5_te0.5
smd,vgru-kl,strb,10,10,B2,500.0,0.2,0.9,0.5,,,,0.022837034459418103,0.0627557522435241,-0.022837034459418103,0.7078736472756105,0.7222001329434692,0.780641419209904,5,10,10,0.7227,0.6501,0.6706,0.7675,0.7285,0.7062,0.7262,0.6695,0.7806,0.7285,0.00020710254396309486,0.0006250033613903,0.000284093171814,0.0003409101895762,204.5,30,5,102.5,r-strb_sl10_st10_bu500_no0.2_re0.9_re0.5
smd,vgru-kl,gdumb,10,10,B2,500.0,,,0.5,,,,0.01330992023066,0.05566802816585029,-0.01330992023066,0.6977876037291185,0.7112798956311611,0.7902451683223938,5,10,10,0.7227,0.6378,0.7032,0.7577,0.6676,0.7269,0.6992,0.6724,0.7902,0.6676,0.0001881704584493,0.0002842771827203,0.0001292172603587,0.0001550599223615,93.0,31,5,93.0,r-gdumb_sl10_st10_bu500_re0.5
smd,vgru-kl,derpp,10,10,B2,500.0,,,0.5,,0.5,0.5,0.0347747688556073,0.050873285255306766,-0.0347747688556073,0.6884007090619539,0.722995584108747,0.8062880130928989,5,10,10,0.7227,0.6029,0.655,0.7512,0.7102,0.7577,0.6538,0.687,0.8063,0.7102,1.059965768019176e-06,0.0004458848455548,0.0002026755319442,0.0002432093136105,145.9,30,5,145.9,r-derpp_sl10_st10_bu500_re0.5_al0.5_te0.5
smd,vgru-kl,strb,12,12,B2,500.0,0.2,0.9,0.5,,,,0.021272069878622856,0.061928063525337626,-0.021272069878622856,0.7126081395284515,0.7254154452784091,0.77657658703445,5,10,10,0.7244,0.6605,0.6683,0.7766,0.7333,0.7177,0.7367,0.6849,0.7544,0.7333,0.00042128603317199997,0.0006364548804128,0.0002892985121507,0.0003471563682619,208.3,30,5,101.7,r-strb_sl12_st12_bu500_no0.2_re0.9_re0.5
smd,vgru-kl,gdumb,12,12,B2,500.0,,,0.5,,,,0.022090917613048433,0.062418463889447016,-0.022090917613048433,0.7131931409302672,0.7321451493524169,0.8174015186249469,5,10,10,0.7244,0.6623,0.6885,0.7817,0.7091,0.7146,0.7286,0.691,0.8174,0.7091,0.0001793007255423,0.0002708772967709,0.0001231263432302,0.0001477509535406,88.7,30,5,88.7,r-gdumb_sl12_st12_bu500_re0.5
