dataset,model,regime,seq_len,stride,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,block,seed,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,diag_c4,final_c0,final_c1,final_c2,final_c3,final_c4,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id
smd,vlstm,reservoir,8,8,500.0,,,0.5,,,,MULTISEED,123,0.0009683484509438678,-0.00048130840011234577,-0.0009683484509438678,0.696516926337184,0.697169787080681,0.7659712945329675,5,10,10,0.7496,0.7361,0.6343,0.7658,0.5969,0.7491,0.7326,0.6419,0.7654,0.5969,0.0002383351176322,0.0003600630850461,0.0001636654445591,0.000196397640487,117.8,30,5,117.8,r-reservoir_sl8_st8_sp0_bu500_re0.5_seed123
smd,vlstm,reservoir,8,8,500.0,,,0.5,,,,MULTISEED,7,0.0009362155210067558,-8.00718662094968e-05,-0.0009362155210067558,0.6965477513127538,0.6972077825270249,0.7659311930959947,5,10,10,0.7497,0.7358,0.6341,0.7648,0.5984,0.7492,0.7329,0.6413,0.7644,0.5984,0.000267269218178,0.0004037750718026,0.0001835346197916,0.0002202404520109,132.1,30,5,132.2,r-reservoir_sl8_st8_sp0_bu500_re0.5_seed7
smd,vlstm,strb,12,12,100.0,0.05,0.9,0.5,,,,MULTISEED,123,-0.0026502312953210596,-0.0011328418215915236,0.0026502312953210596,0.6960024647512734,0.6945487261732357,0.7660586781795016,5,10,10,0.7493,0.7365,0.635,0.7611,0.5981,0.7445,0.7356,0.6337,0.7609,0.5981,0.0002631756177953,0.0003975906941188,0.0001807235627305,0.0002168671313882,130.1,30,5,130.1,r-strb_sl12_st12_sp0_bu100_no0.05_re0.9_re0.5_seed123
smd,vlstm,strb,12,12,100.0,0.05,0.9,0.5,,,,MULTISEED,7,0.0006959295727209658,-0.0027886677762013813,-0.0006959295727209658,0.6941229193692456,0.6946131603000683,0.7659346468988554,5,10,10,0.7496,0.7348,0.6318,0.764,0.5904,0.7509,0.7347,0.6326,0.7644,0.5904,0.0002681363003483,0.0004050850100288,0.0001841300669003,0.0002209549431285,132.6,30,5,132.6,r-strb_sl12_st12_sp0_bu100_no0.05_re0.9_re0.5_seed7
smd,vlstm-kl,cumulative,16,16,,,,,,,,MULTISEED,123,0.03599206948630783,0.05392198738492558,-0.03599206948630783,0.6946716211422631,0.7295975533536762,0.801066931603349,5,10,10,0.7109,0.6322,0.6639,0.7514,0.715,0.7406,0.7202,0.6711,0.8011,0.715,0.0004381370013961,0.0006619123608925,0.0003008702660309,0.0003610420948616,216.6,31,5,216.6,r-cumulative_sl16_st16_sp0_seed123
smd,vlstm-kl,cumulative,16,16,,,,,,,,MULTISEED,7,0.02765104317464967,0.0714112262073586,-0.02765104317464967,0.7038411271694751,0.7288185405101862,0.788418030730796,5,10,10,0.7179,0.6447,0.663,0.7833,0.7103,0.7429,0.7349,0.6676,0.7884,0.7103,0.0004836995056029,0.000730745590297,0.000332158274946,0.000398587315351,239.2,30,5,239.2,r-cumulative_sl16_st16_sp0_seed7
smd,vlstm-kl,derpp,24,12,500.0,,,0.5,,0.1,0.5,MULTISEED,123,0.010996665259469796,0.05938192149073296,-0.010996665259469796,0.7008795823391889,0.7077022997930709,0.7847817543054222,5,10,10,0.7188,0.6267,0.6839,0.7662,0.7089,0.7186,0.6596,0.6666,0.7848,0.7089,0.0009487931620913,0.0014333825262814,0.00065153989086,0.0007818426354213,469.1,32,5,469.1,r-derpp_sl24_st12_sp0_bu500_re0.5_al0.1_te0.5_seed123
smd,vlstm-kl,derpp,24,12,500.0,,,0.5,,0.1,0.5,MULTISEED,7,0.009176811104288352,0.043286525718770584,-0.009176811104288352,0.70260779109496,0.7176712564055282,0.8195400311357218,5,10,10,0.7293,0.6231,0.6617,0.8081,0.6908,0.7385,0.6864,0.6531,0.8195,0.6908,0.0008854497697865,0.0013376869465567,0.0006080416936382,0.0007296452529185,437.8,32,5,1379.7,r-derpp_sl24_st12_sp0_bu500_re0.5_al0.1_te0.5_seed7
smd,vlstm-kl,ewc,24,12,,,,,5000.0,,,MULTISEED,123,0.000360086552110972,0.047093942071049597,-0.000360086552110972,0.7141291209758813,0.7171906446383074,0.7784235169041905,5,10,10,0.7219,0.6896,0.6598,0.7784,0.7209,0.7255,0.7116,0.6645,0.7635,0.7209,0.0008432548870454,0.0012739413273469,0.0005790658219316,0.0006948755054152,416.9,192,5,1086.5,r-ewc_sl24_st12_sp0_la5000_seed123
smd,vlstm-kl,ewc,24,12,,,,,5000.0,,,MULTISEED,7,0.014556037940660082,0.052022708615462834,-0.014556037940660082,0.7648902169145968,0.7724458121197746,0.8142460586865399,5,10,10,0.7929,0.6832,0.7359,0.7982,0.8142,0.7767,0.8012,0.6889,0.7811,0.8142,0.0010190322657607,0.0015394957529402,0.0006997727523758,0.0008397230005644,503.8,216,5,2460.3,r-ewc_sl24_st12_sp0_la5000_seed7
smd,vlstm-kl,experts,48,48,,,,,,,,MULTISEED,123,0.007221373171521039,0.06365560472223411,-0.007221373171521039,0.7093161237677096,0.7151529373465142,0.7513846973520993,5,10,10,0.7171,0.7056,0.6605,0.7324,0.7311,0.7027,0.7323,0.6584,0.7514,0.7311,0.0001374255621035,0.0002076146912246,9.437058552996152e-05,0.0001132441056946,67.9,42,5,68.0,r-experts_sl48_st48_sp0_seed123
smd,vlstm-kl,experts,48,48,,,,,,,,MULTISEED,7,0.012788506429581303,0.06170205594429665,-0.012788506429581303,0.7012742522326626,0.7008642266205867,0.7933997610394676,5,10,10,0.7002,0.6853,0.6712,0.7826,0.667,0.7076,0.6925,0.6437,0.7934,0.667,0.000153486744347,0.0002318790081475,0.0001053998519672,0.0001264791561802,75.9,44,5,974.2,r-experts_sl48_st48_sp0_seed7
smd,vlstm-kl,gdumb,8,8,500.0,,,0.5,,,,MULTISEED,123,0.021920945605548692,0.05150601310867373,-0.021920945605548692,0.7065848956658861,0.727038715204815,0.8060457799432524,5,10,10,0.7262,0.6581,0.6907,0.7757,0.6823,0.7321,0.7262,0.6886,0.806,0.6823,0.0002150583618308,0.0003248978916537,0.0001476812538742,0.0001772166377794,106.3,31,5,106.3,r-gdumb_sl8_st8_sp0_bu500_re0.5_seed123
smd,vlstm-kl,gdumb,8,8,500.0,,,0.5,,,,MULTISEED,7,0.0008359449744184677,0.0574670465746566,-0.0008359449744184677,0.719728647400102,0.7236517926908356,0.833234486595342,5,10,10,0.7278,0.6629,0.7075,0.7991,0.7013,0.6948,0.7037,0.6851,0.8332,0.7013,0.0002048655553532,0.000309499181711,0.0001406817831008,0.0001688173986102,101.3,30,5,101.3,r-gdumb_sl8_st8_sp0_bu500_re0.5_seed7
smd,vlstm-kl,lwf,12,6,,,,,,1.0,2.0,MULTISEED,123,-0.07173875255385842,0.03638884892827506,0.07173875255385842,0.771206229879637,0.7267422404226138,0.8632013787169917,5,10,10,0.8042,0.7018,0.7042,0.8559,0.7899,0.7115,0.6479,0.6212,0.8632,0.7899,0.0009775172143551,0.0014767771840887,0.0006712641424189,0.0008055130416698,483.3,187,5,2576.6,r-lwf_sl12_st6_sp0_al1.0_te2.0_seed123
smd,vlstm-kl,lwf,12,6,,,,,,1.0,2.0,MULTISEED,7,-0.060611555494766364,0.11055464514800169,0.060611555494766364,0.7805660744902013,0.7364806693914846,0.8650461124333078,5,10,10,0.8302,0.6857,0.7281,0.865,0.7938,0.689,0.6981,0.6453,0.8562,0.7938,0.0010003449501079,0.001511264023634,0.0006869398693288,0.0008243241543051,494.6,182,5,3187.0,r-lwf_sl12_st6_sp0_al1.0_te2.0_seed7
smd,vlstm-kl,naive,48,24,,,,,,,,MULTISEED,123,0.011261372278020664,0.07671496952468572,-0.011261372278020664,0.7179536991005689,0.7212200869809287,0.7737365791547841,5,10,10,0.7265,0.6607,0.679,0.7737,0.7498,0.7296,0.6854,0.6864,0.7549,0.7498,0.000215110848923,0.0003249771861553,0.0001477172851834,0.0001772599009719,106.4,39,5,474.5,r-naive_sl48_st24_sp0_seed123
smd,vlstm-kl,naive,48,24,,,,,,,,MULTISEED,7,0.04036253584864082,0.06887365350229216,-0.04036253584864082,0.6976264153579335,0.7298042320726731,0.8136571738607113,5,10,10,0.7157,0.6235,0.6566,0.7807,0.7116,0.7219,0.7158,0.686,0.8137,0.7116,0.0002186840949262,0.0003303754421586,0.0001501710725721,0.0001802043695864,108.1,40,5,1024.9,r-naive_sl48_st24_sp0_seed7
smd,vlstm-kl,random-buffer,16,16,500.0,,,0.5,,,,MULTISEED,123,0.03145544745440274,0.058191390231715844,-0.03145544745440274,0.6942769309763582,0.7250224640940761,0.7930942024587213,5,10,10,0.7109,0.6609,0.6765,0.7194,0.7037,0.712,0.7599,0.6564,0.7931,0.7037,0.0001833988172091,0.0002770684596301,0.0001259405525465,0.0001511279070835,90.7,34,5,90.7,r-random-buffer_sl16_st16_sp0_bu500_re0.5_seed123
smd,vlstm-kl,random-buffer,16,16,500.0,,,0.5,,,,MULTISEED,7,0.02360873633382876,0.06951748192653609,-0.02360873633382876,0.7009994154650572,0.7256770764645577,0.8080282428208848,5,10,10,0.7179,0.6816,0.6747,0.7548,0.676,0.7363,0.7657,0.6423,0.808,0.676,0.0001909908502486,0.0002885380695858,0.0001311540243073,0.0001573840452784,94.4,34,5,1019.4,r-random-buffer_sl16_st16_sp0_bu500_re0.5_seed7
smd,vlstm-kl,reservoir,48,48,500.0,,,0.5,,,,MULTISEED,123,0.02662017168159536,0.06464804538116084,-0.02662017168159536,0.7059012539985845,0.7259872418497417,0.7995829824488664,5,10,10,0.7171,0.6084,0.6853,0.7911,0.7276,0.7227,0.7,0.6801,0.7996,0.7276,0.0001795256069416,0.0002712170347465,0.0001232807842613,0.0001479362504851,88.8,36,5,88.8,r-reservoir_sl48_st48_sp0_bu500_re0.5_seed123
smd,vlstm-kl,reservoir,48,48,500.0,,,0.5,,,,MULTISEED,7,0.025615273587320853,0.05523346149419474,-0.025615273587320853,0.6984562411677647,0.7167610178950033,0.8010787965621708,5,10,10,0.7002,0.6044,0.6878,0.7935,0.7063,0.7087,0.705,0.6628,0.8011,0.7063,0.0001756698121624,0.0002653919201881,0.0001206329817139,0.0001447589384741,86.9,38,5,1011.7,r-reservoir_sl48_st48_sp0_bu500_re0.5_seed7
smd,vlstm-kl,strb,48,48,500.0,0.35,0.9,0.5,,,,MULTISEED,123,0.015128598957755156,0.06659651087693803,-0.015128598957755156,0.7171125773120832,0.7250819395952385,0.7718708983703845,5,10,10,0.7171,0.7109,0.6754,0.7685,0.7136,0.7231,0.7308,0.686,0.7719,0.7136,0.0001822677121778,0.0002753596507431,0.0001251637890042,0.0001501958617389,90.1,36,5,347.0,r-strb_sl48_st48_sp0_bu500_no0.35_re0.9_re0.5_seed123
smd,vlstm-kl,strb,48,48,500.0,0.35,0.9,0.5,,,,MULTISEED,7,0.021393997866081316,0.0590886805665386,-0.021393997866081316,0.703580134076695,0.7136234409301329,0.7818175183022842,5,10,10,0.7002,0.6758,0.6723,0.7695,0.7,0.7244,0.7083,0.6537,0.7818,0.7,0.00018289903667,0.0002763134197328,0.0001255974054976,0.0001507160142351,90.4,39,5,90.4,r-strb_sl48_st48_sp0_bu500_no0.35_re0.9_re0.5_seed7
smd,vtcn,cumulative,12,12,,,,,,,,MULTISEED,123,0.0036602151636505485,-0.0014974954184371891,-0.0036602151636505485,0.6942913516103205,0.697752623034927,0.7686007609282149,5,10,10,0.749,0.7353,0.6157,0.7678,0.6037,0.7494,0.739,0.6322,0.7646,0.6037,0.0002074256009099,0.0003133667523408,0.0001424397990754,0.0001709269532654,102.6,36,5,344.4,r-cumulative_sl12_st12_sp0_seed123
smd,vtcn,cumulative,12,12,,,,,,,,MULTISEED,7,9.07059549002387e-06,0.0008512309320070632,-9.07059549002387e-06,0.6958073241663885,0.6958159086725829,0.7685434932525917,5,10,10,0.7503,0.7387,0.6287,0.762,0.5994,0.7491,0.7378,0.6242,0.7685,0.5994,0.0002042806721217,0.000308615573526,0.0001402801462365,0.0001683354272895,101.0,38,5,246.0,r-cumulative_sl12_st12_sp0_seed7
smd,vtcn,derpp,8,8,500.0,,,0.5,,0.5,0.5,MULTISEED,123,0.0022066957873273065,-0.0002681263230633668,-0.0022066957873273065,0.6951719756862511,0.6970120118167806,0.7683636439739522,5,10,10,0.7485,0.7317,0.6361,0.7644,0.5951,0.749,0.7317,0.6436,0.7658,0.5951,0.0002651177781994,0.0004005247991459,0.000182057186229,0.0002184676129169,131.1,32,5,1055.9,r-derpp_sl8_st8_sp0_bu500_re0.5_al0.5_te0.5_seed123
smd,vtcn,derpp,8,8,500.0,,,0.5,,0.5,0.5,MULTISEED,7,0.0031185673322461026,0.0010200749541444676,-0.0031185673322461026,0.6952243467043104,0.6975145826796758,0.7657144365394881,5,10,10,0.7484,0.734,0.6323,0.7626,0.5989,0.7501,0.7328,0.6435,0.7623,0.5989,0.0002530794075056,0.0003823379161803,0.0001737904034723,0.000208547512708,125.1,30,5,297.3,r-derpp_sl8_st8_sp0_bu500_re0.5_al0.5_te0.5_seed7
smd,vtcn,ewc,12,6,,,,,1000.0,,,MULTISEED,123,0.004059264187058376,-0.002166079781201058,-0.004059264187058376,0.6925334788101616,0.6969559732219747,0.7639192488017184,5,10,10,0.7508,0.7313,0.6229,0.7568,0.6009,0.7503,0.7369,0.6328,0.7639,0.6009,0.0001922925426169,0.0002905045920796,0.0001320479069409,0.0001584566851387,95.1,32,5,95.1,r-ewc_sl12_st6_sp0_la1000_seed123
smd,vtcn,ewc,12,6,,,,,1000.0,,,MULTISEED,7,9.374829643592486e-05,0.0021365779816401643,-9.374829643592486e-05,0.6970624305866618,0.6970269767696514,0.7677871807462991,5,10,10,0.7475,0.7381,0.6333,0.7678,0.5986,0.7499,0.7359,0.6344,0.7664,0.5986,0.0001943781170408,0.0002936553588178,0.0001334800826372,0.0001601752761805,96.1,34,5,1021.0,r-ewc_sl12_st6_sp0_la1000_seed7
smd,vtcn,experts,48,24,,,,,,,,MULTISEED,123,0.0010698241134535324,0.00014102727666667202,-0.0010698241134535324,0.6957766413857727,0.697031852129848,0.766889740934621,5,10,10,0.7488,0.7378,0.6292,0.7635,0.5996,0.75,0.7364,0.6344,0.7647,0.5996,0.0001463714408586,0.0002211296139728,0.0001005137322347,0.000120615881738,72.4,63,5,165.5,r-experts_sl48_st24_sp0_seed123
smd,vtcn,experts,48,24,,,,,,,,MULTISEED,7,4.307576163316007e-05,0.0010711848284869375,-4.307576163316007e-05,0.6967362987796657,0.6967613924999799,0.7655414300136272,5,10,10,0.7489,0.7392,0.6282,0.7655,0.6019,0.749,0.7364,0.6316,0.7649,0.6019,0.0001365202409285,0.0002062469836938,9.374888952523988e-05,0.0001124980941686,67.5,56,5,67.5,r-experts_sl48_st24_sp0_seed7
smd,vtcn,gdumb,24,12,4000.0,,,0.5,,,,MULTISEED,123,-0.004664506950527047,-0.005814080996102899,0.004664506950527047,0.7000488820718287,0.6962751193684873,0.7779590034087277,5,10,10,0.7495,0.7357,0.6557,0.775,0.5844,0.7461,0.7312,0.6417,0.778,0.5844,0.0002119638434753,0.0003202228700418,0.0001455562049742,0.0001746666650675,104.8,36,5,199.6,r-gdumb_sl24_st12_sp0_bu4000_re0.5_seed123
smd,vtcn,gdumb,24,12,4000.0,,,0.5,,,,MULTISEED,7,-0.0018325203228180208,0.00011188590327495528,0.0018325203228180208,0.6975641394093172,0.696876295118012,0.7777608519500114,5,10,10,0.7499,0.7357,0.6443,0.7734,0.5845,0.748,0.7325,0.6417,0.7778,0.5845,0.0002217444834477,0.0003349989023663,0.000152272632579,0.0001827262697873,109.6,36,5,1034.5,r-gdumb_sl24_st12_sp0_bu4000_re0.5_seed7
smd,vtcn,lwf,6,6,,,,,,1.0,2.0,MULTISEED,123,0.00016355393471958468,0.003646066987299146,-0.00016355393471958468,0.697419253122523,0.6966658264430238,0.76955084881411,5,10,10,0.7484,0.7371,0.6332,0.7696,0.5988,0.7502,0.7362,0.634,0.7641,0.5988,0.0001646973814342,0.0002488153984497,0.0001130982039347,0.0001357171945149,81.4,32,5,81.4,r-lwf_sl6_st6_sp0_al1.0_te2.0_seed123
smd,vtcn,lwf,6,6,,,,,,1.0,2.0,MULTISEED,7,0.0008980964847568384,-0.0018896415739045104,-0.0008980964847568384,0.695719297965803,0.6965437174244812,0.7645358188755892,5,10,10,0.7495,0.7374,0.6286,0.7613,0.6018,0.7496,0.7358,0.6324,0.7631,0.6018,0.0001734659857119,0.0002620625050412,0.0001191196109401,0.0001429428941011,85.8,34,5,986.1,r-lwf_sl6_st6_sp0_al1.0_te2.0_seed7
smd,vtcn,naive,48,48,,,,,,,,MULTISEED,123,0.002848068302543283,0.0010389487858483593,-0.002848068302543283,0.694447339574758,0.6972492964949948,0.7692846717609817,5,10,10,0.7487,0.7352,0.6275,0.7597,0.6012,0.7504,0.7373,0.633,0.7645,0.6012,8.17964797772996e-05,0.0001235734504722,5.616991116872264e-05,6.740353930353498e-05,40.4,36,5,40.5,r-naive_sl48_st48_sp0_seed123
smd,vtcn,naive,48,48,,,,,,,,MULTISEED,7,-0.002070349705592378,0.00041390225227406764,0.002070349705592378,0.6986982392626947,0.6967391182243706,0.769588423126627,5,10,10,0.7492,0.7405,0.6344,0.7696,0.5997,0.7499,0.7352,0.6331,0.7658,0.5997,8.35691125649453e-05,0.0001262514428575,5.7387170774422386e-05,6.886427208315581e-05,41.3,33,5,943.7,r-naive_sl48_st48_sp0_seed7
smd,vtcn,random-buffer,24,12,500.0,,,0.3,,,,MULTISEED,123,-0.020668520747813935,-0.0038216265452837737,0.020668520747813935,0.7128202900288544,0.6969062796333189,0.7775888082117443,5,10,10,0.7495,0.7289,0.7072,0.7776,0.6009,0.7481,0.7429,0.6216,0.7711,0.6009,0.0001537204071584,0.0002322320125791,0.0001055603676494,0.0001266716449296,76.0,38,5,76.0,r-random-buffer_sl24_st12_sp0_bu500_re0.3_seed123
smd,vtcn,random-buffer,24,12,500.0,,,0.3,,,,MULTISEED,7,-0.021874039211063567,0.003331568302258303,0.021874039211063567,0.7139947271734423,0.6969057510667223,0.7808945221750832,5,10,10,0.7499,0.7285,0.7101,0.7809,0.6005,0.748,0.7429,0.6221,0.771,0.6005,0.000179165822005,0.0002706734922106,0.0001230336885989,0.0001476398036116,88.6,49,5,412.7,r-random-buffer_sl24_st12_sp0_bu500_re0.3_seed7
smd,vtcn,reservoir,10,10,500.0,,,0.5,,,,MULTISEED,123,0.0004646767507334393,0.0008089642460174185,-0.0004646767507334393,0.6954624062101589,0.6972410012791966,0.7709628019571405,5,10,10,0.7493,0.7382,0.6316,0.763,0.5952,0.7501,0.7364,0.6336,0.771,0.5952,0.0001600125721437,0.0002417378561104,0.0001098811378476,0.0001318567182628,79.1,31,5,79.1,r-reservoir_sl10_st10_sp0_bu500_re0.5_seed123
smd,vtcn,reservoir,10,10,500.0,,,0.5,,,,MULTISEED,7,-0.0005004496996830587,-0.0015215865205689294,0.0005004496996830587,0.6958328077770828,0.6967803540019618,0.7699905117781204,5,10,10,0.7513,0.739,0.63,0.7645,0.5945,0.75,0.7355,0.634,0.77,0.5945,0.0001659749243647,0.000250745437352,0.0001139755070034,0.0001367699303485,82.1,34,5,82.1,r-reservoir_sl10_st10_sp0_bu500_re0.5_seed7
smd,vtcn,strb,16,16,100.0,0.2,0.9,0.5,,,,MULTISEED,123,0.002232686463610534,-0.01585991119543272,-0.002232686463610534,0.6879541232619356,0.6893199542881826,0.7678275660109488,5,10,10,0.7479,0.7197,0.6667,0.7284,0.577,0.7532,0.7197,0.6673,0.7293,0.577,0.0001362114717085,0.0002057805127892,9.353684160871328e-05,0.0001122436711805,67.3,34,5,992.2,r-strb_sl16_st16_sp0_bu100_no0.2_re0.9_re0.5_seed123
smd,vtcn,strb,16,16,100.0,0.2,0.9,0.5,,,,MULTISEED,7,-0.0008783448678735595,-0.003833310789378608,0.0008783448678735595,0.6943290117382801,0.6940410880220902,0.7608061427545071,5,10,10,0.7504,0.7337,0.6397,0.7604,0.5875,0.7482,0.7322,0.6415,0.7608,0.5875,0.000143052832157,0.0002161160494632,9.82348217564221e-05,0.0001178812277068,70.7,33,5,70.7,r-strb_sl16_st16_sp0_bu100_no0.2_re0.9_re0.5_seed7
smd,vtcn-kl,cumulative,8,8,,,,,,,,MULTISEED,123,0.03007469433876194,0.05705765875698084,-0.03007469433876194,0.6998389489082714,0.7253050079892708,0.7844965437548653,5,10,10,0.7219,0.6402,0.6648,0.761,0.7113,0.7373,0.7242,0.6692,0.7845,0.7113,0.0002537053956242,0.0003832836232815,0.0001742202689793,0.0002090633543021,125.4,30,5,1050.4,r-cumulative_sl8_st8_sp0_seed123
smd,vtcn-kl,cumulative,8,8,,,,,,,,MULTISEED,7,0.029808879800438594,0.0664143233112783,-0.029808879800438594,0.691319841438479,0.7221250199883554,0.7826487213597184,5,10,10,0.7207,0.6109,0.6649,0.7464,0.7137,0.747,0.7111,0.6562,0.7826,0.7137,0.000250824352548,0.0003789311079305,0.0001722418707769,0.0002066892371536,124.0,30,5,1048.9,r-cumulative_sl8_st8_sp0_seed7
smd,vtcn-kl,derpp,24,12,500.0,,,0.5,,0.1,0.5,MULTISEED,123,0.026776799433676047,0.04020457399813743,-0.026776799433676047,0.6855244846566559,0.7063013792462343,0.7896101139075002,5,10,10,0.7112,0.6164,0.6637,0.7782,0.6582,0.7405,0.6813,0.6619,0.7896,0.6582,0.0002345565092314,0.0003543545792603,0.0001610706925922,0.0001932838866681,116.0,32,5,296.4,r-derpp_sl24_st12_sp0_bu500_re0.5_al0.1_te0.5_seed123
smd,vtcn-kl,derpp,24,12,500.0,,,0.5,,0.1,0.5,MULTISEED,7,0.028079535078275552,0.06514982201175476,-0.028079535078275552,0.7054593045645645,0.731737002761206,0.8080275298325669,5,10,10,0.7149,0.6338,0.6582,0.7871,0.7333,0.7543,0.6959,0.6671,0.808,0.7333,0.000229286776017,0.0003463933672602,0.0001574519414952,0.0001889414257649,113.4,31,5,1038.2,r-derpp_sl24_st12_sp0_bu500_re0.5_al0.1_te0.5_seed7
smd,vtcn-kl,ewc,24,12,,,,,500.0,,,MULTISEED,123,-0.06772863564084769,0.05266272251845243,0.06772863564084769,0.7783026854458005,0.7283773141163835,0.8987044977498001,5,10,10,0.8104,0.707,0.6989,0.8987,0.7765,0.769,0.7136,0.6938,0.6889,0.7765,0.0003040863540977,0.0004593962982233,0.0002088170491281,0.0002505792490951,150.3,134,5,1075.2,r-ewc_sl24_st12_sp0_la500_seed123
smd,vtcn-kl,ewc,24,12,,,,,500.0,,,MULTISEED,7,-0.08005013024734405,0.0271633310339623,0.08005013024734405,0.7794255718434691,0.7063225933013794,0.8991815931488711,5,10,10,0.8064,0.7173,0.6972,0.8992,0.777,0.7391,0.6515,0.6787,0.6853,0.777,0.0003387110124397,0.0005117052547259,0.0002325939739595,0.0002791112807664,167.5,143,5,179.0,r-ewc_sl24_st12_sp0_la500_seed7
smd,vtcn-kl,experts,10,10,,,,,,,,MULTISEED,123,0.0079346779933823,0.07079555083852096,-0.0079346779933823,0.7172130499390321,0.7188877752582237,0.7982642463435401,5,10,10,0.7185,0.6662,0.6681,0.7983,0.735,0.6974,0.7054,0.7137,0.7429,0.735,0.0001340817542207,0.0002025630572311,9.207436764974974e-05,0.0001104886895813,66.3,32,5,66.3,r-experts_sl10_st10_sp0_seed123
smd,vtcn-kl,experts,10,10,,,,,,,,MULTISEED,7,0.002908156485752866,0.06342169915496745,-0.002908156485752866,0.7229112870051257,0.7211389525132517,0.8006489097034872,5,10,10,0.7163,0.6637,0.6997,0.8006,0.7342,0.7001,0.6993,0.6871,0.7849,0.7342,0.000132296876256,0.0001998665655315,9.08486883097794e-05,0.0001090178772217,65.4,30,5,181.0,r-experts_sl10_st10_sp0_seed7
smd,vtcn-kl,gdumb,24,12,100.0,,,0.5,,,,MULTISEED,123,0.024828400005833817,0.05347815981530283,-0.024828400005833817,0.6988397609951276,0.7225788383999677,0.8097636756623906,5,10,10,0.7112,0.659,0.6766,0.7571,0.6904,0.7325,0.6693,0.7109,0.8098,0.6904,0.0001710330511836,0.0002583869664941,0.0001174489078131,0.000140938058681,84.6,32,5,84.6,r-gdumb_sl24_st12_sp0_bu100_re0.5_seed123
smd,vtcn-kl,gdumb,24,12,100.0,,,0.5,,,,MULTISEED,7,0.02408599182747303,0.05220091045123739,-0.02408599182747303,0.6906086959386981,0.7115854196837293,0.7988231506182548,5,10,10,0.7149,0.656,0.6743,0.7601,0.6477,0.7407,0.7099,0.6608,0.7988,0.6477,0.0001679431783273,0.0002537189630371,0.0001153270806735,0.0001383918823635,83.0,32,5,676.1,r-gdumb_sl24_st12_sp0_bu100_re0.5_seed7
smd,vtcn-kl,lwf,12,12,,,,,,1.0,2.0,MULTISEED,123,-0.02629220119496676,0.052278089069240904,0.02629220119496676,0.7707686497060248,0.7452571179225762,0.8790240015065395,5,10,10,0.8044,0.6822,0.6778,0.879,0.8104,0.7585,0.6746,0.6843,0.7986,0.8104,0.0002050343761029,0.0003097542264588,0.000140797716319,0.0001689565101397,101.4,91,5,1016.2,r-lwf_sl12_st12_sp0_al1.0_te2.0_seed123
smd,vtcn-kl,lwf,12,12,,,,,,1.0,2.0,MULTISEED,7,-0.030744802200556632,0.05367661465397824,0.030744802200556632,0.769696297439166,0.749640166060285,0.8932950986988943,5,10,10,0.8038,0.6788,0.6883,0.8933,0.7842,0.7349,0.6773,0.7718,0.78,0.7842,0.0002227058378849,0.0003364512617496,0.0001529327929996,0.00018351846875,110.1,98,5,110.1,r-lwf_sl12_st12_sp0_al1.0_te2.0_seed7
smd,vtcn-kl,naive,48,48,,,,,,,,MULTISEED,123,0.01748225897624156,0.06405004851874269,-0.01748225897624156,0.7131799634364263,0.7293085301841593,0.7706726897691881,5,10,10,0.711,0.704,0.6684,0.7435,0.739,0.7278,0.7479,0.6612,0.7707,0.739,8.469871791375798e-05,0.0001279579861098,5.816288125093302e-05,6.979510485893115e-05,41.9,37,5,966.7,r-naive_sl48_st48_sp0_seed123
smd,vtcn-kl,naive,48,48,,,,,,,,MULTISEED,7,0.01370600857661074,0.05838985080382543,-0.01370600857661074,0.724460350393691,0.7340860193276361,0.7998787983534029,5,10,10,0.7281,0.6764,0.6952,0.7836,0.7389,0.7248,0.731,0.6758,0.7999,0.7389,8.256873656802256e-05,0.0001247401319301,5.670020873787709e-05,6.803992319231233e-05,40.8,35,5,40.8,r-naive_sl48_st48_sp0_seed7
smd,vtcn-kl,random-buffer,24,12,4000.0,,,0.5,,,,MULTISEED,123,0.03170936448314885,0.06988161545789617,-0.03170936448314885,0.7114324354536319,0.7296432781373652,0.8098324244602874,5,10,10,0.7112,0.6217,0.6786,0.7935,0.7522,0.7048,0.7172,0.6642,0.8098,0.7522,0.0001641482535008,0.0002479858073271,0.0001127211154529,0.0001352646918742,81.2,31,5,81.2,r-random-buffer_sl24_st12_sp0_bu4000_re0.5_seed123
smd,vtcn-kl,random-buffer,24,12,4000.0,,,0.5,,,,MULTISEED,7,0.03459680831830732,0.06817157730509595,-0.03459680831830732,0.6951078886711916,0.7193588634341429,0.77835819486293,5,10,10,0.7149,0.6292,0.6683,0.7426,0.7205,0.7196,0.7244,0.6539,0.7784,0.7205,0.0001638188528776,0.0002474881676768,0.0001124949272579,0.0001349932404188,81.0,31,5,81.0,r-random-buffer_sl24_st12_sp0_bu4000_re0.5_seed7
