dataset,model,regime,seq_len,stride,split_size,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,block,seed,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,final_c0,final_c1,final_c2,final_c3,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id
yahoo-a1,vlstm,random-buffer,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.025632284860025095,-0.01305430894400548,0.025632284860025095,0.9067324671087212,0.8742538341191737,0.9843528922180608,4,6,6,0.9822,0.9277,0.9443,0.7728,0.9019,0.9017,0.9207,0.7728,8.682006044509221e-05,0.000131162789262,5.961961794010778e-05,7.154317132197321e-05,42.9,42,4,42.9,r-random-buffer_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vlstm,random-buffer,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.02139222895561632,-0.01306078574584065,0.02139222895561632,0.9080056084649046,0.8832073792954716,0.9843237619642113,4,6,6,0.9841,0.9283,0.9438,0.7757,0.9226,0.9065,0.928,0.7757,0.0001011129273638,0.000152755636376,6.943458790386406e-05,8.332104847223188e-05,50.0,53,4,50.0,r-random-buffer_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vlstm,reservoir,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.015478821824834343,-0.01078264239022586,0.015478821824834343,0.910652935794376,0.8941498819335978,0.985076987099459,4,6,6,0.9822,0.9295,0.9433,0.7877,0.9399,0.9133,0.9357,0.7877,8.508775627330293e-05,0.0001285457230465,5.843002818421358e-05,7.011569486232475e-05,42.1,39,4,42.1,r-reservoir_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vlstm,reservoir,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.014249896903598014,-0.010240032785122052,0.014249896903598014,0.9109546399217912,0.8956917819371657,0.9841406575114441,4,6,6,0.9841,0.9278,0.9449,0.787,0.9437,0.915,0.9371,0.787,0.0001004122922546,0.0001516971568644,6.8953446238043e-05,8.274371062638237e-05,49.6,47,4,49.7,r-reservoir_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vlstm,strb,8,4,336,50.0,0.2,0.9,0.5,,,,MULTISEED,123,-0.025606909242604965,-0.031091168507965394,0.025606909242604965,0.8941524407181314,0.8769856139501806,0.9856483345011455,4,6,6,0.9856,0.9169,0.9404,0.7337,0.9287,0.9065,0.939,0.7337,0.0001463509738818,0.0002210986936331,0.0001004997162038,0.0001205989774293,72.4,33,4,1022.0,r-strb_sl8_st4_sp336_bu50_no0.2_re0.9_re0.5_seed123
yahoo-a1,vlstm,strb,8,4,336,50.0,0.2,0.9,0.5,,,,MULTISEED,7,-0.010857122430774432,-0.017612863995878508,0.010857122430774432,0.9029372713706881,0.8943560367453997,0.9849675248843369,4,6,6,0.985,0.9262,0.9474,0.7532,0.962,0.9164,0.9458,0.7532,0.000128546942021,0.0001942013790379,8.82735832756023e-05,0.0001059277957623,63.6,30,4,63.6,r-strb_sl8_st4_sp336_bu50_no0.2_re0.9_re0.5_seed7
yahoo-a1,vlstm-kl,cumulative,16,16,336,,,,,,,,MULTISEED,123,-0.10091044502281489,-0.03268391812996433,0.10091044502281489,0.8905128218920811,0.7782271815832897,0.9879183485180486,4,6,6,0.9879,0.9244,0.8931,0.7566,0.6577,0.9296,0.769,0.7566,8.083543537063083e-05,0.0001221215594653,5.5509941896889355e-05,6.661161756841466e-05,40.0,27,4,40.0,r-cumulative_sl16_st16_sp336_seed123
yahoo-a1,vlstm-kl,cumulative,16,16,336,,,,,,,,MULTISEED,7,-0.13334933228248194,-0.041984393620934125,0.13334933228248194,0.873492515022495,0.7025337308155204,0.9830700034598086,4,6,6,0.9831,0.9282,0.8504,0.7323,0.5558,0.9323,0.5896,0.7323,2.85268442674616e-07,0.0001200009277104,5.454603993243331e-05,6.545488777803257e-05,39.3,26,4,964.1,r-cumulative_sl16_st16_sp336_seed7
yahoo-a1,vlstm-kl,derpp,12,12,336,50.0,,,0.5,,0.5,1.0,MULTISEED,123,-0.05995493587268125,-0.03346710428157825,0.05995493587268125,0.88075854832098,0.8200385692614721,0.9863303397558887,4,6,6,0.9863,0.9273,0.8728,0.7366,0.784,0.9406,0.8189,0.7366,9.213387313385052e-05,0.0001391905940148,6.326862193204255e-05,7.59219720827726e-05,45.6,26,4,45.7,r-derpp_sl12_st12_sp336_bu50_re0.5_al0.5_te1.0_seed123
yahoo-a1,vlstm-kl,derpp,12,12,336,50.0,,,0.5,,0.5,1.0,MULTISEED,7,-0.008228883048933155,-0.010676350028077597,0.008228883048933155,0.8997141207707359,0.8895656271468954,0.9849188767625345,4,6,6,0.9849,0.9149,0.9499,0.7491,0.9511,0.9286,0.9294,0.7491,9.935197230114688e-05,0.0001500952860306,6.822531568403873e-05,8.186997034664577e-05,49.1,27,4,49.1,r-derpp_sl12_st12_sp336_bu50_re0.5_al0.5_te1.0_seed7
yahoo-a1,vlstm-kl,ewc,24,24,336,,,,,1000.0,,,MULTISEED,123,-0.11083980258058136,-0.03459333438796828,0.11083980258058136,0.887419727241898,0.7607027629429435,0.9719642114024136,4,6,6,0.972,0.9232,0.8811,0.7733,0.6427,0.9139,0.7128,0.7733,9.972612270235004e-05,0.0001506605310901,6.848224907492598e-05,8.217828201518083e-05,49.3,81,4,49.3,r-ewc_sl24_st24_sp336_la1000_seed123
yahoo-a1,vlstm-kl,ewc,24,24,336,,,,,1000.0,,,MULTISEED,7,-0.18648824415050627,-0.0707692311444094,0.18648824415050627,0.8631594024321312,0.7147895321118127,0.983832709113608,4,6,6,0.9838,0.9353,0.7409,0.7926,0.5176,0.9173,0.6316,0.7926,0.0001022495631715,0.0001544728008441,7.021512598277898e-05,8.425767486138889e-05,50.6,83,4,967.2,r-ewc_sl24_st24_sp336_la1000_seed7
yahoo-a1,vlstm-kl,experts,24,24,336,,,,,,,,MULTISEED,123,-0.05224536571201244,-0.018114958083200777,0.05224536571201244,0.9051731448382077,0.8456687982693311,0.9851643778610071,4,6,6,0.9852,0.9309,0.9296,0.7751,0.8182,0.9295,0.8599,0.7751,6.186049101617525e-05,9.345529714224136e-05,4.247982783644047e-05,5.09754693058009e-05,30.6,35,4,30.6,r-experts_sl24_st24_sp336_seed123
yahoo-a1,vlstm-kl,experts,24,24,336,,,,,,,,MULTISEED,7,-0.041244527419018184,-0.029480993701455554,0.041244527419018184,0.8974590994401361,0.8570868021679986,0.9852559300873908,4,6,6,0.9853,0.9269,0.9238,0.7539,0.8752,0.9184,0.8809,0.7539,6.096665957177158e-05,9.210494764032774e-05,4.1866054861263056e-05,5.0238892779064675e-05,30.1,34,4,30.2,r-experts_sl24_st24_sp336_seed7
yahoo-a1,vlstm-kl,gdumb,12,12,336,50.0,,,0.5,,,,MULTISEED,123,-0.07003110452521401,-0.04118779581365484,0.07003110452521401,0.8770266067023315,0.8088970590519605,0.9863303397558887,4,6,6,0.9863,0.9255,0.896,0.7002,0.7932,0.895,0.8472,0.7002,6.447363393602632e-05,9.740308423604196e-05,4.427426944409187e-05,5.3128814791950093e-05,31.9,27,4,31.9,r-gdumb_sl12_st12_sp336_bu50_re0.5_seed123
yahoo-a1,vlstm-kl,gdumb,12,12,336,50.0,,,0.5,,,,MULTISEED,7,-0.07321439719166846,-0.02464142815898714,0.07321439719166846,0.8888836811680811,0.8037735507463436,0.9849188767625345,4,6,6,0.9849,0.9061,0.926,0.7385,0.7992,0.8381,0.8392,0.7385,6.458111627649975e-05,9.756546241800404e-05,4.434807991945289e-05,5.3217382498551166e-05,31.9,26,4,31.9,r-gdumb_sl12_st12_sp336_bu50_re0.5_seed7
yahoo-a1,vlstm-kl,lwf,24,24,336,,,,,,1.0,2.0,MULTISEED,123,-0.04819582656479696,-0.026160448097105177,0.04819582656479696,0.8886113168166356,0.8467104097590197,0.9719642114024136,4,6,6,0.972,0.925,0.9004,0.7571,0.8517,0.9064,0.8716,0.7571,0.0001185106632846,0.0001790391422676,8.138161574024708e-05,9.765752652737624e-05,58.6,101,4,972.7,r-lwf_sl24_st24_sp336_al1.0_te2.0_seed123
yahoo-a1,vlstm-kl,lwf,24,24,336,,,,,,1.0,2.0,MULTISEED,7,-0.17152266680794262,-0.04746260455242296,0.17152266680794262,0.8688392424336882,0.6951504948607876,0.983832709113608,4,6,6,0.9838,0.9389,0.77,0.7826,0.5035,0.8954,0.5991,0.7826,8.726445346778784e-05,0.0001318341528626,5.9924775290872074e-05,7.190937757181625e-05,43.1,65,4,43.2,r-lwf_sl24_st24_sp336_al1.0_te2.0_seed7
yahoo-a1,vlstm-kl,naive,24,24,336,,,,,,,,MULTISEED,123,-0.08971592649773823,-0.02377027828248777,0.08971592649773823,0.8983817824957826,0.8003671115474508,0.9851643778610071,4,6,6,0.9852,0.9295,0.9088,0.7701,0.6939,0.9253,0.8122,0.7701,6.059534700216317e-05,9.154398981481792e-05,4.161101203644648e-05,4.993297777837142e-05,30.0,33,4,30.0,r-naive_sl24_st24_sp336_seed123
yahoo-a1,vlstm-kl,naive,24,24,336,,,,,,,,MULTISEED,7,-0.07633185789058844,-0.022175064801747264,0.07633185789058844,0.9027525581764773,0.8105800134050201,0.9852559300873908,4,6,6,0.9853,0.9273,0.9237,0.7747,0.7217,0.9328,0.8131,0.7747,6.122473738488218e-05,9.249483686225072e-05,4.204325977997441e-05,5.045157708227634e-05,30.3,32,4,98.0,r-naive_sl24_st24_sp336_seed7
yahoo-a1,vlstm-kl,random-buffer,12,12,336,50.0,,,0.5,,,,MULTISEED,123,-0.08457684345774562,-0.042182794795047905,0.08457684345774562,0.8753828514954053,0.7853118340356336,0.9863303397558887,4,6,6,0.9863,0.9255,0.8936,0.6961,0.7501,0.8982,0.7969,0.6961,6.434204400456479e-05,9.720428568233426e-05,4.418389971057574e-05,5.302038597175851e-05,31.8,27,4,31.8,r-random-buffer_sl12_st12_sp336_bu50_re0.5_seed123
yahoo-a1,vlstm-kl,random-buffer,12,12,336,50.0,,,0.5,,,,MULTISEED,7,-0.0861760997846317,-0.03213422269668879,0.0861760997846317,0.881321853530373,0.7765518917318973,0.9849188767625345,4,6,6,0.9849,0.9061,0.9231,0.7111,0.7693,0.855,0.7708,0.7111,6.587344553231167e-05,9.951783965626318e-05,4.523552673765354e-05,5.428231291860963e-05,32.6,27,4,32.6,r-random-buffer_sl12_st12_sp336_bu50_re0.5_seed7
yahoo-a1,vlstm-kl,reservoir,12,12,336,50.0,,,0.5,,,,MULTISEED,123,-0.08164397001407718,-0.05283977243804635,0.08164397001407718,0.870852066343098,0.7955927112058984,0.9863303397558887,4,6,6,0.9863,0.9305,0.8885,0.6781,0.7624,0.906,0.8359,0.6781,7.265491563886514e-05,0.0001097628974218,4.9892425058513055e-05,5.987047236335153e-05,35.9,26,4,35.9,r-reservoir_sl12_st12_sp336_bu50_re0.5_seed123
yahoo-a1,vlstm-kl,reservoir,12,12,336,50.0,,,0.5,,,,MULTISEED,7,-0.05039652839457137,-0.03266153793170945,0.05039652839457137,0.8818354068274081,0.8290783965365659,0.9849188767625345,4,6,6,0.9849,0.9046,0.9394,0.6984,0.867,0.8593,0.8915,0.6984,6.959913755064715e-05,0.0001051464023933,4.7793972742510966e-05,5.7352429650879154e-05,34.4,26,4,34.4,r-reservoir_sl12_st12_sp336_bu50_re0.5_seed7
yahoo-a1,vlstm-kl,strb,12,12,336,50.0,0.2,0.9,0.9,,,,MULTISEED,123,-0.021725729435007408,-0.01229385296852479,0.021725729435007408,0.9029703227373447,0.8743577196161374,0.9863303397558887,4,6,6,0.9863,0.9232,0.9323,0.77,0.9168,0.9348,0.8758,0.77,0.0001994991731499,0.0003013919579378,0.000136996701619,0.0001643952563187,98.6,26,4,98.7,r-strb_sl12_st12_sp336_bu50_no0.2_re0.9_re0.9_seed123
yahoo-a1,vlstm-kl,strb,12,12,336,50.0,0.2,0.9,0.9,,,,MULTISEED,7,-0.07548824594567116,-0.03516998953751869,0.07548824594567116,0.8673409624801944,0.7979399262398897,0.9849188767625345,4,6,6,0.9849,0.9186,0.7733,0.7926,0.775,0.931,0.6932,0.7926,0.0002057007654894,0.0003107609694881,0.0001412553758069,0.0001695055936812,101.7,24,4,101.7,r-strb_sl12_st12_sp336_bu50_no0.2_re0.9_re0.9_seed7
yahoo-a1,vtcn,cumulative,16,16,336,,,,,,,,MULTISEED,123,-0.006841107153981045,-0.009343396207273036,0.006841107153981045,0.9079526981307524,0.9033053111401488,0.9806342982354976,4,6,6,0.9806,0.9201,0.9452,0.7859,0.9644,0.9183,0.9446,0.7859,4.4629494331933896e-05,6.74236913672131e-05,3.064724213003905e-05,3.6776449237174046e-05,22.1,57,4,22.1,r-cumulative_sl16_st16_sp336_seed123
yahoo-a1,vtcn,cumulative,16,16,336,,,,,,,,MULTISEED,7,-0.010058472303356214,-0.015355491875431615,0.010058472303356214,0.9080579425237751,0.8987203487964608,0.9859808557259832,4,6,6,0.986,0.9202,0.9473,0.7788,0.9578,0.9165,0.9418,0.7788,1.5222675196441898e-07,6.403565458138473e-05,2.91072187498988e-05,3.492843583148594e-05,21.0,64,4,142.8,r-cumulative_sl16_st16_sp336_seed7
yahoo-a1,vtcn,derpp,24,24,336,50.0,,,0.5,,0.5,0.5,MULTISEED,123,-0.008025773287007062,-0.006348430100732679,0.008025773287007062,0.914402712727812,0.9061864768571637,0.9840074906367041,4,6,6,0.984,0.9283,0.9474,0.7979,0.9625,0.9209,0.9434,0.7979,2.6246339384409857e-05,3.965147068465335e-05,1.8023464294512657e-05,2.1628006390140706e-05,13.0,52,4,13.0,r-derpp_sl24_st24_sp336_bu50_re0.5_al0.5_te0.5_seed123
yahoo-a1,vtcn,derpp,24,24,336,50.0,,,0.5,,0.5,0.5,MULTISEED,7,-0.0053782447327842915,-0.00407430710732574,0.0053782447327842915,0.9189052653665699,0.9131974130007521,0.9896462754889721,4,6,6,0.9896,0.9269,0.9495,0.8096,0.9733,0.9244,0.9455,0.8096,2.2804246828170615e-05,3.445135381926472e-05,1.5659779861258962e-05,1.8791573958005757e-05,11.3,34,4,11.3,r-derpp_sl24_st24_sp336_bu50_re0.5_al0.5_te0.5_seed7
yahoo-a1,vtcn,ewc,24,12,336,,,,,1000.0,,,MULTISEED,123,-0.025739489021442852,-0.007600953734525795,0.025739489021442852,0.9072819144576076,0.8727453396923248,0.9831210986267166,4,6,6,0.9796,0.93,0.9439,0.7756,0.8955,0.9026,0.9172,0.7756,4.051550086661442e-05,6.120850497882606e-05,2.782215185256468e-05,3.338635312626139e-05,20.0,37,4,735.8,r-ewc_sl24_st12_sp336_la1000_seed123
yahoo-a1,vtcn,ewc,24,12,336,,,,,1000.0,,,MULTISEED,7,-0.035072194421082316,-0.024955988674407126,0.035072194421082316,0.9054962706265222,0.8701435166910112,0.9874282147315855,4,6,6,0.9874,0.9242,0.9362,0.7741,0.8912,0.8991,0.9161,0.7741,5.1021098015369175e-05,7.707976120498239e-05,3.503643182856548e-05,4.2043329376416906e-05,25.2,45,4,25.2,r-ewc_sl24_st12_sp336_la1000_seed7
yahoo-a1,vtcn,experts,8,8,336,,,,,,,,MULTISEED,123,-0.046614776047700555,-0.0350289957022348,0.046614776047700555,0.8868664129547147,0.8418751741250304,0.9849923719506438,4,6,6,0.985,0.9239,0.9356,0.7029,0.8621,0.8864,0.9161,0.7029,6.285314972160739e-05,9.495494922635972e-05,4.3161508044512535e-05,5.17934411818472e-05,31.1,73,4,31.1,r-experts_sl8_st8_sp336_seed123
yahoo-a1,vtcn,experts,8,8,336,,,,,,,,MULTISEED,7,-0.05288832048106803,-0.03030246283193407,0.05288832048106803,0.8827301121998917,0.8338845321329477,0.9816429874124761,4,6,6,0.9816,0.9227,0.9279,0.6986,0.8489,0.8811,0.9069,0.6986,5.675228656704638e-05,8.573811357621e-05,3.8971982464944526e-05,4.676613111126547e-05,28.1,55,4,28.1,r-experts_sl8_st8_sp336_seed7
yahoo-a1,vtcn,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.01722586428817639,-0.013356549365603673,0.01722586428817639,0.9093726044989134,0.8955550815965152,0.9840074906367041,4,6,6,0.984,0.927,0.9403,0.7862,0.9435,0.9142,0.9382,0.7862,2.9463693198120256e-05,4.451206509204995e-05,2.023281516222697e-05,2.427924992982298e-05,14.6,47,4,14.6,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vtcn,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.009586324013410216,-0.008911529969433285,0.009586324013410216,0.9140600766104402,0.904998002335377,0.9896462754889721,4,6,6,0.9896,0.9251,0.9473,0.7942,0.9626,0.9192,0.9441,0.7942,3.066866333534183e-05,4.6332465162785314e-05,2.1060319329586087e-05,2.5272145833199227e-05,15.2,39,4,15.2,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vtcn,lwf,24,12,336,,,,,,1.0,2.0,MULTISEED,123,-0.027922286835553905,-0.01688041635296426,0.027922286835553905,0.9037572305328417,0.8802122584770231,0.9795630461922598,4,6,6,0.9796,0.9229,0.9327,0.7799,0.9116,0.9053,0.924,0.7799,2.286523709522509e-05,3.454349443174175e-05,1.570165630675749e-05,1.8841838124984255e-05,11.3,29,4,11.3,r-lwf_sl24_st12_sp336_al1.0_te2.0_seed123
yahoo-a1,vtcn,lwf,24,12,336,,,,,,1.0,2.0,MULTISEED,7,-0.03245086543834702,-0.025995508480749052,0.03245086543834702,0.9057032438647977,0.8772140769747864,0.9874282147315855,4,6,6,0.9874,0.9249,0.9331,0.7774,0.9076,0.9038,0.9201,0.7774,2.348422530493792e-05,3.547862647023673e-05,1.6126756886175525e-05,1.9351869584061207e-05,11.6,45,4,11.6,r-lwf_sl24_st12_sp336_al1.0_te2.0_seed7
yahoo-a1,vtcn,naive,24,24,336,,,,,,,,MULTISEED,123,-0.04482157853009724,-0.030476275079499848,0.04482157853009724,0.896185754476518,0.8619074225499214,0.9840074906367041,4,6,6,0.984,0.9171,0.9211,0.7625,0.8777,0.8959,0.9116,0.7625,1.6930758810413357e-05,2.557802354102023e-05,1.162643437467826e-05,1.3951589166341969e-05,8.4,50,4,8.4,r-naive_sl24_st24_sp336_seed123
yahoo-a1,vtcn,naive,24,24,336,,,,,,,,MULTISEED,7,-0.03816312479165825,-0.021199470379905383,0.03816312479165825,0.9035788845873562,0.8671935572716456,0.9896462754889721,4,6,6,0.9896,0.9263,0.9315,0.7669,0.8885,0.8988,0.9146,0.7669,1.6478002270444802e-05,2.4894024816134735e-05,1.131552245416161e-05,1.3578502361973126e-05,8.1,43,4,8.2,r-naive_sl24_st24_sp336_seed7
yahoo-a1,vtcn,random-buffer,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.034412023109901824,-0.01652192577030644,0.034412023109901824,0.9044005132612576,0.8657266690222454,0.9840074906367041,4,6,6,0.984,0.927,0.9391,0.7674,0.8851,0.8975,0.9129,0.7674,2.0215740396079297e-05,3.054078612424847e-05,1.3882230151082491e-05,1.665855597316598e-05,10.0,49,4,10.0,r-random-buffer_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vtcn,random-buffer,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.022262565779660532,-0.012670558784383557,0.022262565779660532,0.9093405688105343,0.8822612020811513,0.9896462754889721,4,6,6,0.9896,0.9251,0.9462,0.7764,0.9193,0.9062,0.9271,0.7764,2.0898437931614443e-05,3.1572166573928874e-05,1.4351038310107672e-05,1.7221128263821205e-05,10.3,39,4,167.1,r-random-buffer_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vtcn,reservoir,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.017438381013821724,-0.009967456007172415,0.017438381013821724,0.9110077588278718,0.8925875513320637,0.9846608406158968,4,6,6,0.984,0.9295,0.9426,0.7879,0.9358,0.9133,0.9334,0.7879,2.0400197803430226e-05,3.081945384141161e-05,1.4008900578159634e-05,1.681055326325198e-05,10.1,47,4,10.1,r-reservoir_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vtcn,reservoir,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.016465263047728256,-0.013991355193646063,0.016465263047728256,0.9131196259332975,0.8986774990752798,0.9896462754889721,4,6,6,0.9896,0.9281,0.9441,0.7906,0.9495,0.9161,0.9384,0.7906,2.0373336013192926e-05,3.077887258272515e-05,1.399045515119926e-05,1.6788417431525885e-05,10.1,45,4,10.1,r-reservoir_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vtcn,strb,12,12,336,50.0,0.2,0.9,0.9,,,,MULTISEED,123,0.0008778836938492426,-4.965988608838604e-05,-0.0008778836938492426,0.9144984173988715,0.9147771403863074,0.9893207274536729,4,6,6,0.9865,0.911,0.9592,0.8012,0.9869,0.9125,0.9585,0.8012,8.691303617716073e-05,0.0001313032516884,5.968344502163947e-05,7.16198066668585e-05,43.0,47,4,967.8,r-strb_sl12_st12_sp336_bu50_no0.2_re0.9_re0.9_seed123
yahoo-a1,vtcn,strb,12,12,336,50.0,0.2,0.9,0.9,,,,MULTISEED,7,-0.003025758649145153,-0.007134961271063926,0.003025758649145153,0.9111753201316481,0.9093543725370263,0.9877561566101921,4,6,6,0.9878,0.9194,0.9496,0.7879,0.9815,0.9188,0.9492,0.7879,7.58304543469753e-05,0.0001145603199556,5.207302558054734e-05,6.248729437512036e-05,37.5,44,4,962.3,r-strb_sl12_st12_sp336_bu50_no0.2_re0.9_re0.9_seed7
yahoo-a1,vtcn-kl,cumulative,8,8,336,,,,,,,,MULTISEED,123,-0.05599249248122251,-0.03077492144283254,0.05599249248122251,0.8849474354292437,0.8250763101147544,0.9643245821965801,4,6,6,0.9643,0.9408,0.9081,0.7266,0.8034,0.9322,0.8382,0.7266,3.399941340756248e-05,5.136437216178618e-05,2.3347541607088515e-05,2.8016830554697667e-05,16.8,27,4,16.8,r-cumulative_sl8_st8_sp336_seed123
yahoo-a1,vtcn-kl,cumulative,8,8,336,,,,,,,,MULTISEED,7,-0.055540392612506116,-0.01868848729960036,0.055540392612506116,0.8694870396455632,0.8375587303283802,0.9575065472019719,4,6,6,0.9575,0.9169,0.8742,0.7293,0.89,0.8971,0.8338,0.7293,3.246319635598534e-05,4.904354316945602e-05,2.2292617476260704e-05,2.6750925693195315e-05,16.1,25,4,16.1,r-cumulative_sl8_st8_sp336_seed7
yahoo-a1,vtcn-kl,derpp,6,6,336,50.0,,,0.5,,0.5,0.5,MULTISEED,123,-0.06774343513822963,-0.04524453264215065,0.06774343513822963,0.8500271851320416,0.7851444282836781,0.9353478976323804,4,6,6,0.9293,0.926,0.8387,0.7061,0.727,0.9191,0.7883,0.7061,5.6344992728376745e-05,8.512279730419524e-05,3.869227633242392e-05,4.643052097177133e-05,27.9,24,4,27.9,r-derpp_sl6_st6_sp336_bu50_re0.5_al0.5_te0.5_seed123
yahoo-a1,vtcn-kl,derpp,6,6,336,50.0,,,0.5,,0.5,0.5,MULTISEED,7,-0.04612635337925969,-0.04396910989652495,0.04612635337925969,0.8617343737836248,0.822713909443156,0.9818743824267147,4,6,6,0.9819,0.9121,0.8738,0.6792,0.8826,0.8841,0.845,0.6792,0.0001085787714062,0.0001640346072011,7.456140428419329e-05,8.947320291694875e-05,53.7,25,4,53.7,r-derpp_sl6_st6_sp336_bu50_re0.5_al0.5_te0.5_seed7
yahoo-a1,vtcn-kl,ewc,10,10,336,,,,,1000.0,,,MULTISEED,123,-0.061108341902380126,-0.06978487382370653,0.061108341902380126,0.5681851120343759,0.51440578969008,0.8430176779263683,4,6,6,0.4046,0.8349,0.4669,0.5664,0.2984,0.7597,0.4331,0.5664,2.5912060671516515e-05,3.914646149496547e-05,1.7793907813029364e-05,2.1352553681936113e-05,12.8,44,4,12.8,r-ewc_sl10_st10_sp336_la1000_seed123
yahoo-a1,vtcn-kl,ewc,10,10,336,,,,,1000.0,,,MULTISEED,7,-0.18969221669882133,-0.09539643598037968,0.18969221669882133,0.6656418196548775,0.5282661530242212,0.8499420190711372,4,6,6,0.701,0.8454,0.5433,0.5728,0.2718,0.803,0.4655,0.5728,2.7905234084941417e-05,4.215763406323579e-05,1.916262586795104e-05,2.299500819528475e-05,13.8,52,4,13.8,r-ewc_sl10_st10_sp336_la1000_seed7
yahoo-a1,vtcn-kl,experts,24,24,336,,,,,,,,MULTISEED,123,-0.028337474623536085,-0.012300258759014507,0.028337474623536085,0.9079301529045787,0.8790927320667581,0.9825967540574282,4,6,6,0.9823,0.9293,0.9312,0.7889,0.8913,0.9275,0.9086,0.7889,1.67613480290401e-05,2.5322087407112123e-05,1.1510102893225847e-05,1.3811984513886274e-05,8.3,45,4,8.3,r-experts_sl24_st24_sp336_seed123
yahoo-a1,vtcn-kl,experts,24,24,336,,,,,,,,MULTISEED,7,-0.0371870238783476,-0.016710014854768102,0.0371870238783476,0.9053597175683353,0.8734587162310643,0.9834706616729089,4,6,6,0.9835,0.9254,0.9204,0.7921,0.8838,0.9197,0.8982,0.7921,1.7255761887407232e-05,2.6069019629697625e-05,1.1849614351134126e-05,1.42194052785635e-05,8.5,50,4,8.5,r-experts_sl24_st24_sp336_seed7
yahoo-a1,vtcn-kl,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,123,-0.036473080500949016,-0.007351362092434532,0.036473080500949016,0.908569797292148,0.8616991244196573,0.9869080316271327,4,6,6,0.9823,0.9289,0.9353,0.7878,0.8702,0.912,0.8768,0.7878,1.7650493414112237e-05,2.6665357478195804e-05,1.2120681366650389e-05,1.4544676111545414e-05,8.7,34,4,8.7,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed123
yahoo-a1,vtcn-kl,gdumb,24,24,336,50.0,,,0.5,,,,MULTISEED,7,-0.06815737952138172,-0.03110372600688177,0.06815737952138172,0.8856768304026763,0.8030600897665264,0.9834706616729089,4,6,6,0.9835,0.9254,0.9015,0.7324,0.7931,0.8998,0.787,0.7324,1.8229945579332073e-05,2.7540760718467132e-05,1.251859294004842e-05,1.5022167778418713e-05,9.0,39,4,9.0,r-gdumb_sl24_st24_sp336_bu50_re0.5_seed7
yahoo-a1,vtcn-kl,lwf,12,12,336,,,,,,1.0,1.0,MULTISEED,123,-0.17655157026184395,-0.08795941617490911,0.17655157026184395,0.7289512763382224,0.5513284974253423,0.866753994569296,4,6,6,0.7963,0.8396,0.7057,0.5742,0.3447,0.7694,0.5171,0.5742,2.569921101932582e-05,3.882490039570257e-05,1.764774282540505e-05,2.117715757029752e-05,12.7,57,4,12.7,r-lwf_sl12_st12_sp336_al1.0_te1.0_seed123
yahoo-a1,vtcn-kl,lwf,12,12,336,,,,,,1.0,1.0,MULTISEED,7,-0.20782106377309476,-0.08693789756621427,0.20782106377309476,0.7279956698330263,0.53477461528673,0.8631899245432341,4,6,6,0.8128,0.8575,0.6395,0.6022,0.2689,0.821,0.4471,0.6022,2.4986305623411728e-05,3.77478836356507e-05,1.71581894683186e-05,2.0589694167332105e-05,12.4,59,4,12.4,r-lwf_sl12_st12_sp336_al1.0_te1.0_seed7
yahoo-a1,vtcn-kl,naive,6,6,336,,,,,,,,MULTISEED,123,-0.1449391747914422,-0.07873949558951278,0.1449391747914422,0.823711963128926,0.6996759528333443,0.9353478976323804,4,6,6,0.9293,0.9309,0.764,0.6707,0.5751,0.8778,0.6751,0.6707,2.1725330493958975e-05,3.282138863552569e-05,1.4918876968375926e-05,1.790251166714976e-05,10.7,24,4,10.8,r-naive_sl6_st6_sp336_seed123
