dataset,model,regime,seq_len,stride,split_size,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,final_c0,final_c1,final_c2,final_c3,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id,diag_c4,diag_c5,diag_c6,diag_c7,final_c4,final_c5,final_c6,final_c7
yahoo-a1,gru,lwf,24,12,336,B3,,,,,,1.0,2.0,-0.1758786081305023,-0.0827519921651688,0.1758786081305023,0.7501025758430443,0.6241734832604111,0.8792639950970149,4,6,6,0.8277,0.8635,0.6148,0.6945,0.4205,0.8338,0.5479,0.6945,0.0001684684207952,0.0002545124693624,0.0001156877938082,0.0001388246755542,83.3,91,4,83.3,r-lwf_sl24_st12_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,gru,naive,12,12,168,B5,,,,,,,,-0.0114365076135972,-0.0842132314458053,0.0114365076135972,0.8330067621051084,0.8167412315754266,0.9945205479452056,8,28,28,0.9893,0.9763,0.9914,0.9407,0.9561,0.9707,0.9856,0.874,0.0001550147457046,0.0002341874253383,0.0001064491219352,0.0001277383034032,76.6,75,8,38.2,r-naive_sl12_st12_sp168,0.6774,0.6517,0.8731,0.5641,0.6658,0.6348,0.8829,0.5641
yahoo-a1,gru,cumulative,12,12,168,B5,,,,,,,,-0.0043785173126339,-0.0973776626358102,0.0043785173126339,0.8119360848397748,0.8031612836580239,0.9945205479452056,8,28,28,0.9893,0.9749,0.987,0.8729,0.9624,0.972,0.9843,0.8677,0.000390025777872,0.0011721343789448,0.0005327894111681,0.0006393449677767,383.6,196,8,191.5,r-cumulative_sl12_st12_sp168,0.6399,0.5967,0.8781,0.5568,0.5785,0.6199,0.8837,0.5568
yahoo-a1,gru,experts,12,12,168,B5,,,,,,,,0.008624879755116,-0.097906457827408,-0.008624879755116,0.8168499576941576,0.8361192552389054,0.9945205479452056,8,28,28,0.9893,0.9754,0.992,0.9511,0.984,0.9771,0.9901,0.9486,0.0002598697872533,0.0003925964341231,0.0001784533471076,0.0002141430870155,128.5,207,8,64.2,r-experts_sl12_st12_sp168,0.5845,0.6115,0.8581,0.5729,0.7216,0.6238,0.8708,0.5729
yahoo-a1,gru,reservoir,12,12,168,B5,50.0,,,0.5,,,,-0.0114403575726979,-0.0879119273221365,0.0114403575726979,0.8265262868621985,0.8142655756776961,0.9945205479452056,8,28,28,0.9893,0.9688,0.9893,0.9511,0.9716,0.9589,0.9876,0.9358,0.0002061139080461,0.0003113851216695,0.0001415390163213,0.0001698461053481,101.9,80,8,50.8,r-reservoir_sl12_st12_sp168_bu50_re0.5,0.6881,0.6226,0.8696,0.5332,0.6377,0.6171,0.8723,0.5332
yahoo-a1,gru,ewc,12,12,168,B5,,,,,1000.0,,,-0.0116966904591439,-0.0788565604872215,0.0116966904591439,0.838286353412419,0.8237297078734261,0.9945205479452056,8,28,28,0.9893,0.9767,0.992,0.9429,0.9664,0.9703,0.9824,0.9037,7.920380889220931e-05,0.0002372283214215,0.0001078313185749,0.0001293970028466,77.6,64,8,38.6,r-ewc_sl12_st12_sp168_la1000.0,0.6936,0.659,0.8715,0.5812,0.717,0.6014,0.8675,0.5812
yahoo-a1,lstm,cumulative,12,12,336,B1,,,,,,,,-0.2444256683312068,-0.1344051259573152,0.2444256683312068,0.7112167784090202,0.5762875591872041,0.8834677033775704,4,6,6,0.8527,0.8337,0.5232,0.6353,0.3314,0.8159,0.5226,0.6353,1.3674968816612952e-06,0.0005752507809904,0.0002614782836255,0.0003137724973648,188.3,92,4,93.9,r-cumulative_sl12_st12_sp336,,,,,,,,
yahoo-a1,lstm,experts,12,12,336,B1,,,,,,,,-0.1900760090830788,-0.1352911418340997,0.1900760090830788,0.7097840489306274,0.639742097536954,0.8834677033775704,4,6,6,0.8527,0.8372,0.5252,0.6241,0.4495,0.8271,0.6582,0.6241,0.0002132896666299,0.0003222258479499,0.0001464666276031,0.0001757592203468,105.5,102,4,52.5,r-experts_sl12_st12_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,12,12,336,B1,250.0,,,0.5,,,,-0.1674069230842665,-0.1160011275010105,0.1674069230842665,0.7125821988267191,0.6387029518326357,0.8834677033775704,4,6,6,0.8527,0.8219,0.549,0.6267,0.4449,0.8454,0.6379,0.6267,0.0002055549731013,0.000310540714674,0.0001411552040507,0.0001693855106232,101.6,64,4,50.8,r-random-buffer_sl12_st12_sp336_bu250_re0.5,,,,,,,,
yahoo-a1,lstm,random-buffer,12,12,336,B1,1000.0,,,0.5,,,,-0.1899971478336553,-0.1125595963080083,0.1899971478336553,0.724180675321565,0.6232897906676833,0.8834677033775704,4,6,6,0.8527,0.8259,0.578,0.6401,0.4224,0.8253,0.6053,0.6401,0.0001784099602948,0.000269531579504,0.0001225146059613,0.0001470169735428,88.2,58,4,44.0,r-random-buffer_sl12_st12_sp336_bu1000_re0.5,,,,,,,,
yahoo-a1,lstm,random-buffer,12,12,336,B1,50.0,,,,,,,-0.2357544342998596,-0.1180458594817032,0.2357544342998596,0.7292700928739485,0.5780839021286961,0.8834677033775704,4,6,6,0.8527,0.8283,0.5851,0.651,0.3047,0.8306,0.5261,0.651,0.000143447315878,0.0002167120129409,9.850572280249455e-05,0.0001182062901385,70.9,57,4,35.2,r-random-buffer_sl12_st12_sp336_bu50,,,,,,,,
yahoo-a1,lstm,random-buffer,12,12,336,B1,50.0,,,0.3,,,,-0.2033307850370841,-0.1161391507477994,0.2033307850370841,0.7254633324201901,0.6091654420113142,0.8834677033775704,4,6,6,0.8527,0.8374,0.5728,0.639,0.3815,0.8277,0.5884,0.639,0.0001823841747878,0.0002755355958034,0.0001252437203152,0.0001502918754882,90.2,67,4,45.0,r-random-buffer_sl12_st12_sp336_bu50_re0.3,,,,,,,,
yahoo-a1,lstm,reservoir,12,12,336,B1,50.0,,,0.5,,,,-0.1884313083043561,-0.1209707601113387,0.1884313083043561,0.7250928285871219,0.6320173432534302,0.8834677033775704,4,6,6,0.8527,0.8322,0.5775,0.638,0.4451,0.8192,0.6258,0.638,0.0002383255143824,0.0003600485770049,0.0001636587531836,0.0001963898238213,117.8,74,4,58.4,r-reservoir_sl12_st12_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,12,12,336,B1,100.0,,,0.5,,,,-0.2406892030193699,-0.1312063698246583,0.2406892030193699,0.7199779736637925,0.5932621565421121,0.8834677033775704,4,6,6,0.8527,0.8398,0.535,0.6524,0.3526,0.8331,0.5349,0.6524,0.0001232506200137,0.0003719972270155,0.0001690900722227,0.0002029071547928,121.7,76,4,60.7,r-reservoir_sl12_st12_sp336_bu100_re0.5,,,,,,,,
yahoo-a1,lstm,ewc,12,12,336,B1,,,,,1000.0,,,-0.1971623103711715,-0.1236200400265223,0.1971623103711715,0.7086660734889421,0.6149300099023114,0.8834677033775704,4,6,6,0.8527,0.8264,0.5278,0.6277,0.3978,0.8363,0.5979,0.6277,8.043544593002329e-05,0.0002429030636097,0.0001104107868055,0.0001324922768042,79.5,61,4,39.6,r-ewc_sl12_st12_sp336_la1000.0,,,,,,,,
yahoo-a1,lstm,ewc,12,12,336,B1,,,,,100.0,,,-0.1579862428604261,-0.1271085143325554,0.1579862428604261,0.7081442389526725,0.6828810852311924,0.8834677033775704,4,6,6,0.8527,0.8256,0.5287,0.6256,0.555,0.8271,0.7239,0.6256,7.449745427840672e-05,0.0002233541154286,0.0001015248759843,0.0001218292394443,73.1,54,4,36.4,r-ewc_sl12_st12_sp336_la100,,,,,,,,
yahoo-a1,lstm,ewc,12,12,336,B1,,,,,500.0,,,-0.2026208552933549,-0.1247675844169121,0.2026208552933549,0.7081323716602044,0.6110533697177187,0.8834677033775704,4,6,6,0.8527,0.8266,0.5304,0.6228,0.3953,0.8294,0.5966,0.6228,7.387303443576388e-05,0.0002232957094333,0.0001014983226267,0.0001217973868067,73.1,54,4,36.4,r-ewc_sl12_st12_sp336_la500,,,,,,,,
yahoo-a1,lstm,lwf,12,12,336,B1,,,,,,0.1,2.0,-0.1577331850342441,-0.1256186726907808,0.1577331850342441,0.7081163771843961,0.6817573480336006,0.8834677033775704,4,6,6,0.8527,0.8252,0.5281,0.6265,0.5553,0.8255,0.7198,0.6265,7.192216324563936e-05,0.0002172360301882,9.87438844924327e-05,0.0001184921456958,71.1,54,4,35.4,r-lwf_sl12_st12_sp336_al0.1_te2.0,,,,,,,,
yahoo-a1,lstm,lwf,12,12,336,B1,,,,,,2.0,2.0,-0.1945466279602735,-0.0980409214176002,0.1945466279602735,0.7184727029853619,0.5892442168610175,0.8834677033775704,4,6,6,0.8527,0.8358,0.5441,0.6413,0.3453,0.8325,0.5378,0.6413,7.29776814911943e-05,0.0002194551488148,9.975259207551264e-05,0.0001197025567394,71.8,55,4,36.0,r-lwf_sl12_st12_sp336_al2.0_te2.0,,,,,,,,
yahoo-a1,lstm,naive,6,6,336,B2,,,,,,,,-0.1554963341682456,-0.0601517850495678,0.1554963341682456,0.7538251901467701,0.6413976116917949,0.8734864672364673,4,6,6,0.807,0.8735,0.6922,0.6426,0.4535,0.8618,0.6077,0.6426,2.109434466460426e-07,8.873539973309056e-05,4.0334385705904834e-05,4.840101402718574e-05,29.0,39,4,29.1,r-naive_sl6_st6_sp336,,,,,,,,
yahoo-a1,lstm,cumulative,6,6,336,B2,,,,,,,,-0.150753800690174,-0.0785472454887672,0.150753800690174,0.7128420846716289,0.6373363561615976,0.8752425336477061,4,6,6,0.807,0.8618,0.558,0.6246,0.4557,0.87,0.5991,0.6246,0.0002318791249737,0.0003503097400219,0.0001592320877308,0.000191077652291,114.6,82,4,114.7,r-cumulative_sl6_st6_sp336,,,,,,,,
yahoo-a1,lstm,experts,6,6,336,B2,,,,,,,,-0.2037297649430547,-0.0866997592693581,0.2037297649430546,0.7132909204853493,0.5980378975453902,0.8799182139699382,4,6,6,0.807,0.8799,0.5547,0.6115,0.3497,0.8689,0.5621,0.6115,0.0001121569301946,0.0001694402851597,7.701851238250837e-05,9.242177277725812e-05,55.5,92,4,55.5,r-experts_sl6_st6_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,6,6,336,B2,50.0,,,0.5,,,,-0.0997296086157069,-0.0526506033635604,0.0997296086157069,0.7550101261849818,0.7061938496232989,0.8750706110619904,4,6,6,0.807,0.8751,0.7248,0.6132,0.5966,0.8634,0.7516,0.6132,0.0001296782977661,0.0001959105666889,8.905049780150876e-05,0.0001068600688874,64.1,64,4,64.1,r-random-buffer_sl6_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,6,6,336,B2,50.0,,,0.5,,,,-0.1061324160960408,-0.0528269731020003,0.1061324160960408,0.7586499271679787,0.7034000852879598,0.8698760929364378,4,6,6,0.807,0.8699,0.7353,0.6224,0.5962,0.8591,0.7359,0.6224,0.0001194129059939,0.0001804021990282,8.200120590303818e-05,9.840099312520275e-05,59.0,59,4,59.1,r-reservoir_sl6_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,ewc,6,6,336,B2,,,,,1000.0,,,-0.1397540076253413,-0.0559941738935544,0.1397540076253413,0.7546436113102429,0.6507612327971367,0.8715799685627272,4,6,6,0.807,0.8716,0.7039,0.6362,0.4837,0.8569,0.6264,0.6362,6.686372082587513e-05,0.0001010138910178,4.5915572337495787e-05,5.5098318680344774e-05,33.1,39,4,33.1,r-ewc_sl6_st6_sp336_la1000.0,,,,,,,,
yahoo-a1,lstm,lwf,6,6,336,B2,,,,,,1.0,2.0,-0.1450758853614521,-0.0470844997866551,0.1450758853614521,0.7600868494186095,0.6407943591528635,0.8748188672757639,4,6,6,0.807,0.8748,0.7108,0.6477,0.452,0.8606,0.6029,0.6477,2.168938541670253e-07,9.123849617123292e-05,4.14721521413109e-05,4.9766344029922034e-05,29.9,37,4,29.9,r-lwf_sl6_st6_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,lstm,naive,8,8,336,B2,,,,,,,,-0.1685997652043994,-0.0687878069210711,0.1685997652043994,0.738242352590135,0.6270695289022474,0.8655333911535127,4,6,6,0.7944,0.8655,0.666,0.627,0.4138,0.842,0.6254,0.627,7.088081769498816e-05,0.0001070826915621,4.8674103298819526e-05,5.840858826336141e-05,35.0,55,4,35.1,r-naive_sl8_st8_sp336,,,,,,,,
yahoo-a1,lstm,cumulative,8,8,336,B2,,,,,,,,-0.2066989127807016,-0.1053114410453838,0.2066989127807016,0.7050225814316429,0.616043916942497,0.8640140734116122,4,6,6,0.7944,0.8568,0.5576,0.6113,0.3915,0.8445,0.6168,0.6113,0.0002298305792302,0.0003472149140995,0.0001578253510433,0.0001893895630561,113.6,101,4,113.6,r-cumulative_sl8_st8_sp336,,,,,,,,
yahoo-a1,lstm,experts,8,8,336,B2,,,,,,,,-0.2110425384499342,-0.0907907283154778,0.2110425384499342,0.7001471132381166,0.5773547460493215,0.8640140734116122,4,6,6,0.7944,0.8382,0.5409,0.6271,0.2999,0.8386,0.5438,0.6271,0.0001096599549724,0.0001656679975894,7.530382904935526e-05,9.036416854010894e-05,54.2,98,4,54.2,r-experts_sl8_st8_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,8,8,336,B2,50.0,,,0.5,,,,-0.1758516616873245,-0.0744960999649662,0.1758516616873245,0.7120619516716015,0.6141443809252393,0.8640140734116122,4,6,6,0.7944,0.84,0.5801,0.6337,0.3915,0.8379,0.5935,0.6337,0.0001706744225953,0.0002578451709032,0.0001172026423608,0.0001406425285424,84.4,99,4,84.4,r-random-buffer_sl8_st8_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,8,8,336,B2,50.0,,,0.5,,,,-0.1937427233601402,-0.0830188572715733,0.1937427233601402,0.7245617118522985,0.6084942253202564,0.8640140734116122,4,6,6,0.7944,0.8478,0.6402,0.6159,0.3837,0.8392,0.5952,0.6159,4.900713231715563e-07,0.0002061532389404,9.370627303465475e-05,0.0001124469659058,67.5,80,4,67.5,r-reservoir_sl8_st8_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,ewc,8,8,336,B2,,,,,1000.0,,,-0.1633557177616716,-0.066666508736389,0.1633557177616716,0.7363397184726211,0.6292443313844218,0.8641688349233883,4,6,6,0.7944,0.8642,0.6602,0.6267,0.4242,0.8426,0.6235,0.6267,7.821137752121127e-05,0.0001181572827192,5.370802320539951e-05,6.444925951383388e-05,38.7,55,4,38.7,r-ewc_sl8_st8_sp336_la1000.0,,,,,,,,
yahoo-a1,lstm,lwf,8,8,336,B2,,,,,,1.0,2.0,-0.1533888982124225,-0.065298705077892,0.1533888982124225,0.7323974397233681,0.6308321355965039,0.8640140734116122,4,6,6,0.7944,0.8574,0.662,0.6158,0.4284,0.8456,0.6336,0.6158,2.613446652532529e-07,0.0001099371594997,4.997162158445766e-05,5.996553791531672e-05,36.0,53,4,36.0,r-lwf_sl8_st8_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,lstm,naive,10,10,336,B2,,,,,,,,-0.2048435333333648,-0.0821251876972364,0.2048435333333647,0.7102359562670705,0.5840956821730179,0.8725478137875899,4,6,6,0.8026,0.841,0.5686,0.6288,0.3158,0.8323,0.5595,0.6288,1.9505391745073025e-07,8.20513156947628e-05,3.72961618051502e-05,4.47551538896126e-05,26.9,37,4,26.9,r-naive_sl10_st10_sp336,,,,,,,,
yahoo-a1,lstm,cumulative,10,10,336,B2,,,,,,,,-0.2279984443589712,-0.1065814567439686,0.2279984443589712,0.6990758084792794,0.5825970640395233,0.8725478137875899,4,6,6,0.8026,0.8465,0.5251,0.6221,0.3069,0.8452,0.5562,0.6221,0.0001536073138681,0.0002320611576945,0.0001054826476261,0.0001265785100683,75.9,67,4,76.0,r-cumulative_sl10_st10_sp336,,,,,,,,
yahoo-a1,lstm,experts,10,10,336,B2,,,,,,,,-0.2325747554974944,-0.1147383382374023,0.2325747554974944,0.6904716853540882,0.5648803899763419,0.8725478137875899,4,6,6,0.8026,0.8311,0.5327,0.5955,0.2989,0.8297,0.5354,0.5955,8.801322557357124e-05,0.0001329653549997,6.043896319461054e-05,7.252639180514961e-05,43.5,77,4,43.5,r-experts_sl10_st10_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,10,10,336,B2,50.0,,,0.5,,,,-0.2125184649334371,-0.1057966086276701,0.2125184649334371,0.7107322050538201,0.6104606679034068,0.8725478137875899,4,6,6,0.8026,0.8534,0.5888,0.5982,0.3732,0.8442,0.6263,0.5982,0.0001793597387429,0.0002709664505442,0.0001231668722809,0.0001477995782632,88.7,102,4,88.7,r-random-buffer_sl10_st10_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,10,10,336,B2,50.0,,,0.5,,,,-0.241216865331759,-0.1122867691742974,0.241216865331759,0.7008371918875795,0.5638470547434189,0.8725478137875899,4,6,6,0.8026,0.8467,0.5462,0.6078,0.2816,0.8263,0.5396,0.6078,0.0001372994473435,0.0002074241642472,9.428395063668076e-05,0.0001131402136106,67.9,77,4,67.9,r-reservoir_sl10_st10_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,ewc,10,10,336,B2,,,,,1000.0,,,-0.1981254618116267,-0.078078763977574,0.1981254618116267,0.7144642122868804,0.5868029095814327,0.8725478137875899,4,6,6,0.8026,0.8409,0.5887,0.6256,0.3265,0.8313,0.5637,0.6256,5.999979176440193e-05,9.064425897215388e-05,4.120204508201115e-05,4.944221389014273e-05,29.7,37,4,29.7,r-ewc_sl10_st10_sp336_la1000.0,,,,,,,,
yahoo-a1,lstm,lwf,10,10,336,B2,,,,,,1.0,2.0,-0.2008422993998534,-0.0823352362047924,0.2008422993998534,0.7126932283054331,0.5892092836483274,0.8725478137875899,4,6,6,0.8026,0.8351,0.5836,0.6295,0.3251,0.8345,0.5678,0.6295,6.066744383831075e-05,9.165290959761475e-05,4.166053258231841e-05,4.999237701529637e-05,30.0,40,4,30.0,r-lwf_sl10_st10_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,lstm,naive,16,16,336,B2,,,,,,,,-0.1927461862180749,-0.0743368204416523,0.1927461862180749,0.7194112849590819,0.5645662294104987,0.869554180548945,4,6,6,0.7787,0.8483,0.5981,0.6525,0.2826,0.8125,0.5107,0.6525,6.102582745045916e-05,9.219433509253172e-05,4.19066665513027e-05,5.0287668541229024e-05,30.2,44,4,30.2,r-naive_sl16_st16_sp336,,,,,,,,
yahoo-a1,lstm,cumulative,16,16,336,B2,,,,,,,,-0.2153393344584473,-0.1095758235140455,0.2153393344584473,0.7054172250136068,0.5804215622428283,0.869554180548945,4,6,6,0.7787,0.8431,0.521,0.6788,0.307,0.8162,0.5196,0.6788,0.0001660438019712,0.0002508494937066,0.0001140227998859,0.0001368266938207,82.1,80,4,82.1,r-cumulative_sl16_st16_sp336,,,,,,,,
yahoo-a1,lstm,experts,16,16,336,B2,,,,,,,,-0.2136700382088578,-0.0893115825842751,0.2136700382088578,0.7206737857419426,0.5707357879223776,0.8805257569655475,4,6,6,0.7787,0.8805,0.5415,0.6819,0.2746,0.8121,0.5143,0.6819,4.200947977424766e-07,0.0001767169371515,8.032610173686408e-05,9.63908354146406e-05,57.8,120,4,57.8,r-experts_sl16_st16_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,16,16,336,B2,50.0,,,0.5,,,,-0.1875914878376495,-0.0936911278434533,0.1875914878376495,0.7174447361617442,0.6063822535197471,0.869554180548945,4,6,6,0.7787,0.8685,0.5526,0.67,0.3715,0.8274,0.5567,0.67,0.0001400204602549,0.0002115349151641,9.615250648283916e-05,0.0001153824086813,69.2,87,4,69.2,r-random-buffer_sl16_st16_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,16,16,336,B2,50.0,,,0.5,,,,-0.1461592292029006,-0.0813978772235633,0.1461592292029006,0.7331804403291114,0.6455047670868085,0.869554180548945,4,6,6,0.7787,0.8629,0.6054,0.6857,0.4712,0.8471,0.578,0.6857,0.0001310190891911,0.0001979361578048,8.997125821834843e-05,0.0001079648995865,64.8,81,4,64.8,r-reservoir_sl16_st16_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,ewc,16,16,336,B2,,,,,1000.0,,,-0.1877251888458451,-0.0719664886098256,0.1877251888458451,0.7181386576336064,0.5687102131774737,0.869554180548945,4,6,6,0.7787,0.8514,0.5812,0.6613,0.2881,0.8133,0.5122,0.6613,2.364122980028395e-07,9.94491182288362e-05,4.520430052006204e-05,5.424481770877415e-05,32.5,44,4,32.6,r-ewc_sl16_st16_sp336_la1000.0,,,,,,,,
yahoo-a1,lstm,lwf,16,16,336,B2,,,,,,1.0,2.0,-0.1863868208504294,-0.0799021788621018,0.1863868208504295,0.7099035132940794,0.5666534755787047,0.869554180548945,4,6,6,0.7787,0.8494,0.5517,0.6598,0.2808,0.8125,0.5136,0.6598,6.754079589372531e-05,0.0001020367773644,4.638052430689438e-05,5.565625305753201e-05,33.4,48,4,33.4,r-lwf_sl16_st16_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,lstm,naive,24,24,336,B2,,,,,,,,-0.2402379946333558,-0.1176379915258841,0.2402379946333559,0.7752171154104697,0.6142039949047315,0.9196586728302848,4,6,6,0.9082,0.882,0.6042,0.7064,0.3632,0.8315,0.5557,0.7064,2.86315871479973e-07,0.0001204415387614,5.474635306681093e-05,6.56951856946883e-05,39.4,64,4,39.4,r-naive_sl24_st24_sp336,,,,,,,,
yahoo-a1,lstm,cumulative,24,24,336,B2,,,,,,,,-0.2776217419224658,-0.1392303021358915,0.2776217419224658,0.7583058102587017,0.5923755330538748,0.9196586728302848,4,6,6,0.9082,0.8592,0.5143,0.7515,0.2899,0.8264,0.5018,0.7515,0.0001965321164951,0.0002969094981842,0.000134959244503,0.0001619502536812,97.2,104,4,97.2,r-cumulative_sl24_st24_sp336,,,,,,,,
yahoo-a1,lstm,experts,24,24,336,B2,,,,,,,,-0.2915406144394782,-0.1391179974876353,0.2915406144394784,0.7593390508594876,0.5837315759117773,0.9196586728302848,4,6,6,0.9082,0.8814,0.5198,0.7279,0.2721,0.8413,0.4936,0.7279,0.0001194239654656,0.0001804189070464,8.200881614530873e-05,9.84100909011128e-05,59.0,123,4,59.0,r-experts_sl24_st24_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,24,24,336,B2,50.0,,,0.5,,,,-0.2263667796171014,-0.0978043638353102,0.2263667796171014,0.7967023978530633,0.6265238665208697,0.9196586728302848,4,6,6,0.9082,0.8853,0.673,0.7203,0.3892,0.8488,0.5478,0.7203,0.0001290255383005,0.0001949244149656,8.860226059009115e-05,0.0001063221543755,63.8,87,4,63.8,r-random-buffer_sl24_st24_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,24,24,336,B2,50.0,,,0.5,,,,-0.2161594121385751,-0.1090851919091238,0.2161594121385751,0.7858210338786742,0.6448515162473218,0.9196586728302848,4,6,6,0.9082,0.879,0.6317,0.7244,0.4352,0.8423,0.5775,0.7244,0.0001218677207884,0.0001841107930319,8.368700914304807e-05,0.0001004237838888,60.3,81,4,60.3,r-reservoir_sl24_st24_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,ewc,24,24,336,B2,,,,,1000.0,,,-0.2302040521087536,-0.1119411961261253,0.2302040521087536,0.7796958897052482,0.6229268473271157,0.9196586728302848,4,6,6,0.9082,0.8822,0.6231,0.7053,0.3834,0.8333,0.5698,0.7053,8.423611166087858e-05,0.0001272591070012,5.784523408510723e-05,6.94138729160962e-05,41.6,64,4,41.7,r-ewc_sl24_st24_sp336_la1000.0,,,,,,,,
yahoo-a1,lstm,lwf,24,24,336,B2,,,,,,1.0,2.0,-0.2164549886585901,-0.0896856007862863,0.2164549886585901,0.7906252508682031,0.6195037613768916,0.9196586728302848,4,6,6,0.9082,0.8866,0.6561,0.7116,0.3724,0.8372,0.5569,0.7116,8.18687562763096e-05,0.0001236826416794,5.621956522097915e-05,6.74630764584678e-05,40.5,62,4,40.5,r-lwf_sl24_st24_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,lstm,naive,8,4,336,B3,,,,,,,,-0.2165777547743752,-0.102039354655852,0.2165777547743752,0.7083784294561366,0.5841749814035383,0.8640293755263644,4,6,6,0.8096,0.85,0.5572,0.6167,0.314,0.8484,0.5575,0.6167,4.050117666007962e-07,0.0001703721143147,7.744208292699316e-05,9.293003138775628e-05,55.8,49,4,55.8,r-naive_sl8_st4_sp336,,,,,,,,
yahoo-a1,lstm,cumulative,8,4,336,B3,,,,,,,,-0.1963029809602475,-0.0954648936638271,0.1963029809602475,0.7185430783037277,0.5974546538646618,0.8640293755263644,4,6,6,0.8096,0.8375,0.6049,0.6223,0.3449,0.8615,0.5611,0.6223,0.0004568260038308,0.0006901466384925,0.0003137037578698,0.0003764428806227,225.9,92,4,225.9,r-cumulative_sl8_st4_sp336,,,,,,,,
yahoo-a1,lstm,experts,8,4,336,B3,,,,,,,,-0.2575486579117267,-0.1152072047744968,0.2575486579117267,0.7088389923412124,0.5718910426176158,0.8640293755263644,4,6,6,0.8096,0.8592,0.5584,0.6081,0.2854,0.8455,0.5486,0.6081,0.0001737970569278,0.0002625626685276,0.0001193469642933,0.0001432157042343,85.9,84,4,85.9,r-experts_sl8_st4_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,8,4,336,B3,50.0,,,0.5,,,,-0.2343125350372862,-0.1139721390256578,0.2343125350372862,0.7077411318986391,0.5868048257863361,0.8640293755263644,4,6,6,0.8096,0.8542,0.5437,0.6235,0.3226,0.8562,0.545,0.6235,0.0003797683594055,0.0005737323498481,0.0002607880403345,0.0003129443095135,187.8,112,4,187.8,r-random-buffer_sl8_st4_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,8,4,336,B3,50.0,,,0.5,,,,-0.1941593227456244,-0.1012452985081657,0.1941593227456244,0.7097148218310001,0.6165680355471206,0.8647036715813818,4,6,6,0.8096,0.8592,0.582,0.5881,0.3817,0.858,0.6384,0.5881,0.0002879697400703,0.0004350482381268,0.0001977496600703,0.0002372985780565,142.4,86,4,142.4,r-reservoir_sl8_st4_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,ewc,8,4,336,B3,,,,,1000.0,,,-0.1960940294634302,-0.100870080020195,0.1960940294634302,0.7049156865516069,0.605793633229994,0.8640293755263644,4,6,6,0.8096,0.8453,0.5502,0.6146,0.3674,0.8564,0.5848,0.6146,4.557212719138043e-07,0.000191703557864,8.713824751385901e-05,0.0001045653103501,62.7,49,4,62.7,r-ewc_sl8_st4_sp336_la1000.0,,,,,,,,
yahoo-a1,lstm,lwf,8,4,336,B3,,,,,,1.0,2.0,-0.1948496006900467,-0.0872530339582981,0.1948496006900467,0.7092755148600945,0.588368740763568,0.8640293755263644,4,6,6,0.8096,0.8618,0.5495,0.6162,0.3315,0.8521,0.5537,0.6162,0.0001130929773038,0.0001708544116772,7.76612940386662e-05,9.319311763858424e-05,55.9,45,4,55.9,r-lwf_sl8_st4_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,lstm,naive,12,6,336,B3,,,,,,,,-0.1869758911445148,-0.0906360778319717,0.1869758911445148,0.6763347877482381,0.5689727439704997,0.8203937942609194,4,6,6,0.7144,0.8204,0.5413,0.6292,0.314,0.8068,0.5259,0.6292,7.603749516679467e-07,0.0003198590729224,0.0001453908600094,0.0001744682129131,104.7,50,4,52.3,r-naive_sl12_st6_sp336,,,,,,,,
